id,latitude,longitude,restaurant_count,hotel_count,park_count,museum_count,shopping_center_count,dist_to_prague_castle,dist_to_charles_bridge,dist_to_old_town_square,dist_to_st._vitus_cathedral,dist_to_vysehrad,dist_to_petrin_tower
109549,50.09104,14.42533,381,104,0,38,0,1.7732782081519824,1.1146718065264645,0.49599753406923974,1.7466700249459668,2.997558459311271,2.2608821586145726
111141,50.08589,14.45203,184,37,0,2,0,3.7088989991161516,2.899601558724302,2.2139739726043257,3.676329621587887,3.361515387332723,4.01361206260162
112281,50.07905,14.42732,453,166,0,35,0,2.286180755907534,1.4059012155558595,1.0391357922503164,2.2440784290022724,1.7363072689658554,2.2958932395851055
117451,50.06625,14.40245,102,15,0,2,0,2.677855700282812,2.3405245551708083,2.7119138398550473,2.6431946942994125,1.1920446663407611,1.9742457336514048
146690,50.08529,14.44532,206,50,0,3,0,3.245807640611673,2.42382546136577,1.7453909417695554,3.212099588397526,2.9917384835711562,3.5316893706850823
167878,50.10546,14.4707,35,3,0,1,0,5.283437801541084,4.7262565100138145,4.062743501196212,5.2672127097224175,5.874058159538045,5.867988888282287
173114,50.091067734318685,14.423598800541122,388,106,0,46,0,1.6500739119750079,1.007662758519278,0.4349274204428643,1.623679853184294,2.9842136324530917,2.1478708973183114
176243,50.08827218384488,14.42322947611544,496,141,0,52,0,1.6371658349470493,0.8666708353953869,0.17450999561779257,1.6045756790533623,2.672385155861404,2.02079038970264
181641,50.08685,14.41432,456,137,0,51,0,1.0579615215345073,0.21193368033737633,0.48908929133672707,1.0194843482680596,2.5176313756864825,1.3660014988982425
181951,50.08267,14.42895,535,181,0,37,0,2.1999731220798027,1.3226141670436817,0.775975978307966,2.160873870486851,2.1544201893107444,2.3599600138300523
182072,50.0795,14.44812,200,32,0,2,0,3.6036009327834835,2.733193239056296,2.1232236126593635,3.565653641066586,2.6772990414418336,3.7525315336073057
182772,50.08354,14.41276,458,140,0,48,0,1.1533041143507354,0.34314235478033794,0.7402449590622049,1.109940564329209,2.1729100342740955,1.2029772797121567
183338,50.0792350769043,14.429807662963867,422,154,0,30,0,2.4261762665168485,1.5419572475226007,1.1093260399047415,2.3847103867150437,1.8240413452379416,2.46547659408712
186750,50.08499,14.45316,167,36,0,2,0,3.803106605696905,2.9841849065894803,2.304330885563384,3.769855335937931,3.349544303180139,4.088824569521605
191254,50.08136,14.41477,460,146,0,47,0,1.422945260545272,0.6200612205353563,0.8186013991460664,1.3792289231619599,1.9087597451122256,1.367280006866852
199947,50.08051186676624,14.420989570206713,479,166,0,48,0,1.8225522286660165,0.9547324876076072,0.7770849080237879,1.7797699494744303,1.7977536374718572,1.8207827325376995
202545,50.07912,14.40417,218,65,0,14,0,1.270437045859741,0.9692978496283344,1.5256032181087706,1.2320925300542773,1.9453037216103457,0.7651240328030616
207373,50.07688,14.41391,349,90,0,21,0,1.7726394258863152,1.0845844263471733,1.287515154714179,1.729164799481211,1.4326822066561904,1.4810029629185442
208007,50.07687,14.41414,350,91,0,21,0,1.7824823793273277,1.0885087209964248,1.2820895126019418,1.7389632187489565,1.427610232531145,1.4958140254876957
209774,50.07923186310829,14.419146421482573,429,149,0,45,0,1.8123543224276124,0.9791080001090555,0.9298814507868706,1.7687618791481279,1.6493216951446146,1.7252783400078822
224386,50.09146,14.41863,354,118,0,45,0,1.2998013522558054,0.7551402840092076,0.4742820703864627,1.2752296293736427,3.0089963993991233,1.8474878646576627
224457,50.08737,14.41071,367,127,0,52,0,0.7979498819589829,0.10854480759392729,0.7414118489238628,0.7585147304084346,2.620163186965054,1.1409232892741892
247267,50.08704,14.43397,369,97,0,29,0,2.41520215157001,1.6113902183466864,0.9196323769544626,2.3821617166663853,2.7375377124098508,2.7445874700054307
254484,50.086,14.40397,206,84,0,37,0,0.5384265854293807,0.5330114246454418,1.2334802652191539,0.4957833747092951,2.6275219544999007,0.6393775736865622
278550,50.08102,14.41932,481,152,0,48,0,1.6934546091274616,0.8310446886915019,0.731650103893667,1.6505273368764808,1.8483027409115966,1.6936727742588682
278580,50.07922,14.42084,438,160,0,45,0,1.9036790511574249,1.0530758879683388,0.9208808688138334,1.8603497677352134,1.6537148765350163,1.842099916719683
279773,50.08915,14.4186,432,141,0,55,0,1.2975926633090225,0.5921931697349688,0.25587795289273924,1.2662762074253362,2.7521576993041323,1.737146446111221
287716,50.08229,14.41552,499,154,0,49,0,1.393438003027807,0.5527729710617784,0.702937428822269,1.3501909397903502,2.0038485445892142,1.4063653697441059
287727,50.08821,14.42623,472,131,0,48,0,1.8502808454030992,1.0749927094590623,0.3744129795349962,1.8180253353223854,2.698728896174834,2.226429985217685
287734,50.08821,14.42623,472,131,0,48,0,1.8502808454030992,1.0749927094590623,0.3744129795349962,1.8180253353223854,2.698728896174834,2.226429985217685
304027,50.07472,14.4226,315,129,0,22,0,2.3426086164163578,1.5344232168091532,1.4250961036357905,2.298731210552852,1.1775244202788093,2.1408077459150316
318204,50.07306,14.4311,241,102,0,14,0,2.9055400857420444,2.051692511414289,1.7570671656111225,2.862095149393932,1.2982545004395225,2.767097210896496
320262,50.07396,14.43007,270,113,0,15,0,2.784398092753097,1.9284909960213978,1.6359811644940663,2.7410163139353863,1.328752739023448,2.6590507850901126
324586,50.09227,14.43225,293,69,0,23,0,2.275578604301789,1.6199465885279742,0.9560691016273731,2.250680841787319,3.2421173036100748,2.770642208479229
342963,50.05381,14.53234,12,1,0,0,0,10.246677151616073,9.365696803854094,8.778603993894457,10.207299543170924,8.183285972607742,10.282471239255694
342968,50.053535,14.531203,14,1,0,0,0,10.184476284814684,9.302991753911789,8.718508206710785,10.144984413383472,8.10749530524233,10.215609194006154
346142,50.07583,14.41401,328,81,0,17,0,1.875648743231355,1.2009772484643737,1.3927710568236322,1.832381152283267,1.3180046440545512,1.5483273279078635
374937,50.07858,14.42901,406,151,0,25,0,2.4158148543671363,1.5343989396601088,1.1411912663271175,2.373828021572449,1.733993551652075,2.4250514047523075
408724,50.08779,14.45004,174,40,0,2,0,3.54529813473214,2.7605032180727878,2.064956921180196,3.514371442218878,3.4209035215723076,3.8920870620631973
415145,50.09123,14.42331,396,104,0,44,0,1.63054094987977,0.9992985739188943,0.44371363293623756,1.604567128095708,2.999911314433198,2.136122010301922
448629,50.0876,14.39812,142,65,0,27,0,0.3449146859890522,0.9553271288270435,1.6395338336507035,0.332496929031395,2.9755581139078555,0.482630190261363
458931,50.08427047729492,14.43051528930664,498,152,0,36,0,2.2439382200957736,1.3861810002257888,0.7617142404042846,2.206866309281434,2.359867405110882,2.471284080930557
465196,50.08955,14.41992,429,135,0,50,0,1.3879488589664541,0.6960598690044442,0.24299813980326024,1.3578312826987486,2.7974994840385055,1.8410428455821664
474544,50.05734,14.55457,5,1,0,0,0,11.589922840491328,10.719850610760236,10.098475912558174,11.55234776924252,9.716456488383967,11.691902497855262
493375,50.09191,14.45083,135,31,0,1,0,3.594961552721432,2.876619002740443,2.176924774454848,3.5683027126234155,3.8142841304901127,4.0289689493528495
498646,50.07181,14.41646,222,73,0,15,0,2.350320246084909,1.6728834721472068,1.7757873038835936,2.307328225656316,0.8421576368962393,1.9601464039207745
531975,50.09122,14.46072,107,24,0,0,0,4.2972944815711225,3.557540981199285,2.856668005973048,4.269709757553042,4.218938819199836,4.703564184071446
535968,50.08448,14.45519,158,34,0,2,0,3.9551464954425732,3.13237257282418,2.455285076603062,3.921648641939088,3.4194194682996777,4.231731538189435
536364,50.08082,14.42138,489,168,0,49,0,1.8249643039228918,0.9518162412436597,0.7430507237637847,1.78243545002529,1.8343790444167716,1.8423229797856264
537019,50.08229,14.41552,499,154,0,49,0,1.393438003027807,0.5527729710617784,0.702937428822269,1.3501909397903502,2.0038485445892142,1.4063653697441059
546405,50.07791,14.44081,251,82,0,6,0,3.1890496464251714,2.3056315442803825,1.7649134738942982,3.1489573506500648,2.168379260064786,3.2642649408631286
547555,50.0846,14.41673,527,163,0,52,0,1.320038968170168,0.4350281839639377,0.4485463518663573,1.2790867160430703,2.25146957939158,1.4912387232576543
549347,50.0863,14.41834,510,161,0,53,0,1.3482437573131179,0.49564173868543204,0.2378644761756287,1.3104888549690474,2.435496784519119,1.6310502524278974
549837,50.08579,14.4183,525,161,0,53,0,1.365351461012455,0.4985815985955919,0.27579315273477706,1.326718889472483,2.3788448598450924,1.6183711229734545
551794,50.08632,14.41838,511,160,0,53,0,1.3502072507165488,0.4983983629660596,0.23425453293714943,1.312503333339188,2.437675258966028,1.6342767166999976
551962,50.08617,14.41655,505,154,0,54,0,1.2337199878934486,0.3692611054546513,0.3567223272309817,1.1949924858396703,2.426515651768635,1.5029621303791978
552021,50.08455,14.41683,528,164,0,53,0,1.328968052239876,0.44396750090350956,0.447674460404456,1.2879976445685282,2.245442259530385,1.497906933596886
595310,50.08068,14.45372,159,29,0,2,0,3.944913158278245,3.0881187915964596,2.4478562944788838,3.9084852894270457,3.0744439675601267,4.137506987735772
599948,50.08312,14.43043,507,159,0,36,0,2.2797472932784935,1.4088205516369636,0.8248183071856114,2.24144087920255,2.238301316621809,2.4641050878782793
602115,50.08657,14.41783,499,155,0,54,0,1.3040902942363448,0.4588207438387848,0.2551907033869873,1.266629712025716,2.4663738084538367,1.6014723627325151
604720,50.08497,14.41731,537,161,0,53,0,1.3377494313636416,0.45468926101629875,0.3902057182003724,1.29750441230745,2.290092395741963,1.536311209016374
604777,50.08494,14.41711,533,162,0,54,0,1.3264682370345764,0.44278489478573,0.4025780821849336,1.2861002052894348,2.28751327781673,1.521768938630496
604792,50.08681,14.4175,490,152,0,53,0,1.2734036619536628,0.436572417583479,0.2680570574911694,1.2362768251874146,2.493880296413319,1.5844584430620945
605711,50.08519,14.41903,543,164,0,54,0,1.438945033313602,0.5635295204826023,0.2962913940357682,1.3996919052629595,2.311761140123097,1.660972813779584
628063,50.08869,14.39497,104,49,0,23,0,0.4332375113981343,1.19721627188986,1.8689002522790423,0.4474321735909521,3.1954835904113956,0.5809035849432832
647564,50.08950805664063,14.425211906433104,445,123,0,46,0,1.765169413321705,1.0406144836974185,0.36866548755079626,1.735302918666693,2.82798849902639,2.195403889923795
652527,50.07326,14.43171,241,101,0,14,0,2.9239245815672885,2.065847430407349,1.7550990796014745,2.8805834995901134,1.3440613365371321,2.797539397066881
652633,50.07284,14.42976,248,108,0,14,0,2.8509978007698624,2.0058634283495937,1.7433104220786326,2.807389644004255,1.2171874658539998,2.6912883260069367
659531,50.08737,14.42567,491,139,0,49,0,1.8250089114773635,1.022684543374328,0.32636533678676566,1.7911952223162044,2.599437222286868,2.1671721572039324
659540,50.08894,14.42518,466,128,0,48,0,1.767188037116167,1.0198744307890468,0.33221532428656153,1.7361800664532911,2.7652786281005586,2.1748395419376507
660960,50.07295,14.43809,200,83,0,6,0,3.303933134906484,2.4284191775531476,2.021705890434734,3.261307680979878,1.6672656879442946,3.231090536834682
661323,50.08666,14.40388,197,82,0,36,0,0.4711374748927301,0.5368162410536665,1.2321094532366776,0.42793853379319347,2.6973135173804597,0.6690545019131783
662810,50.08864,14.39495,105,49,0,23,0,0.4368573336343501,1.1974967915088253,1.8699394003589058,0.4506169939345045,3.191550230924838,0.5755468788192442
662817,50.08865,14.39481,101,48,0,23,0,0.4454706205082628,1.2075069966981076,1.879979775674621,0.4596734621342716,3.1978488091694652,0.5779102870024079
667478,50.0704,14.42886,195,98,0,13,0,2.998580136670661,2.181111565843865,1.98042118014689,2.9547060616509615,0.9749253356877813,2.7665689184893507
668858,50.09043,14.41918,388,126,0,50,0,1.332714988766847,0.7064314905257592,0.3534249221883431,1.3049807887270068,2.8944729051377407,1.830969471857132
668880,50.09061,14.41986,391,120,0,48,0,1.3815754804587792,0.7570639599110025,0.35695210484988554,1.3543131904296148,2.9152240409524,1.8834005179558269
668902,50.09061,14.41986,391,120,0,48,0,1.3815754804587792,0.7570639599110025,0.35695210484988554,1.3543131904296148,2.9152240409524,1.8834005179558269
668908,50.09061,14.41986,391,120,0,48,0,1.3815754804587792,0.7570639599110025,0.35695210484988554,1.3543131904296148,2.9152240409524,1.8834005179558269
673821,50.07484,14.43101,281,113,0,16,0,2.773861674007167,1.907601342889075,1.5753454203294508,2.730807592491717,1.447291834608869,2.684028762974277
679022,50.09275,14.45136,132,29,0,1,0,3.638492360789319,2.934289096900602,2.2363072962088526,3.612719392847164,3.911854642071362,4.088218768109198
679276,50.07798,14.40526,227,56,0,10,0,1.4113926757535737,1.0437744605531305,1.5485338406265816,1.3722880886655584,1.7966155108262343,0.9070877323798922
681166,50.06952,14.43071,174,92,0,11,0,3.160045019030833,2.3374325878788986,2.1136206715661694,3.1161878778170284,1.0171879000630333,2.9303764463935984
690105,50.08944,14.41913,426,133,0,56,0,1.332519071529859,0.6411015278741954,0.25746355258899994,1.3020408065106936,2.7843693376172327,1.7841332292228045
691240,50.07693,14.43056,338,132,0,19,0,2.609661818088989,1.7324605213898412,1.355366461295335,2.5672316624687985,1.6228722676797336,2.5788202568150007
691380,50.10753,14.48969,39,7,0,2,0,6.643938159330913,6.054287516539521,5.375605019856258,6.6263792986558885,6.9648429828051555,7.204136656176032
692045,50.07931,14.38053,22,3,0,0,0,1.8771003459750841,2.343226517898301,3.03456974317912,1.877563222301354,3.2011612370611093,1.1915668071999805
695142,50.10026,14.43671,91,9,0,3,0,2.8103874019829505,2.366620403593136,1.8036350409145927,2.797630014693844,4.1850506123737325,3.4567040096415913
696261,50.08818,14.42567,478,133,0,47,0,1.811084430320751,1.0350867806741697,0.33469514087220237,1.7786962598490605,2.6879872585567255,2.1868214275371205
696837,50.08246,14.41346,466,148,0,44,0,1.270807595478099,0.47266075414071673,0.7817982172604404,1.2271700887019785,2.045362956420917,1.2582539808421465
699944,50.06802,14.48399,26,1,0,1,0,6.452172935441505,5.572702758207077,4.983169105408656,6.41305734028002,4.663284444945721,6.517682763717356
701644,50.07026,14.43089,183,94,0,10,0,3.10931913141955,2.2792926107885965,2.040322850593336,3.065512457123849,1.0756146497184798,2.8986097888261675
706726,50.07397,14.43056,272,110,0,15,0,2.8102651449545757,1.9520140019944874,1.6489593426628082,2.766941861423607,1.3509009333726463,2.6907109058581704
707963,50.08879,14.40003,141,64,0,29,0,0.17121963145898522,0.8502123181422322,1.510037841774712,0.1481719927564332,3.0279458846499385,0.6578977416496122
708571,50.07504,14.43163,274,109,0,14,0,2.7951541867223226,1.9254936086799397,1.5761074520980953,2.7522443044762266,1.4917196153107786,2.717587983383995
711288,50.07397,14.43056,272,110,0,15,0,2.8102651449545757,1.9520140019944874,1.6489593426628082,2.766941861423607,1.3509009333726463,2.6907109058581704
733462,50.07984,14.42627,495,181,0,41,0,2.1756389365995714,1.293879772699762,0.9282006595500032,2.1337308025514976,1.795612904988815,2.2048823333114402
735375,50.07822,14.42178,430,163,0,36,0,2.0272047415574623,1.1816170850148418,1.0330289610451178,1.9837386638099945,1.550398969135512,1.9377367952214524
747785,50.07397,14.43056,272,110,0,15,0,2.8102651449545757,1.9520140019944874,1.6489593426628082,2.766941861423607,1.3509009333726463,2.6907109058581704
747830,50.07397,14.43056,272,110,0,15,0,2.8102651449545757,1.9520140019944874,1.6489593426628082,2.766941861423607,1.3509009333726463,2.6907109058581704
757660,50.08247,14.32032,6,2,0,1,0,5.786415978337094,6.513902349795493,7.2122009883782745,5.809747624638286,7.316517194693889,5.393945152455542
777881,50.08612,14.44505,217,52,0,3,0,3.2121581963038435,2.4011756243674256,1.715602916501359,3.1792351331423903,3.052119438954706,3.518862096015133
780659,50.0858,14.4472,190,42,0,2,0,3.369117261473518,2.555392650925191,1.8716959147325538,3.3360760247371664,3.1210632446229565,3.6691172235590286
780866,50.08718,14.44483,218,54,0,3,0,3.1815936675255743,2.3862794973735473,1.6933857829720993,3.149742354247842,3.1369144788053394,3.5149461599616223
782440,50.08704,14.44539,207,50,0,3,0,3.223028669859122,2.4257815563188845,1.7337222106922052,3.191071083785531,3.1481920210004852,3.5528790033252577
782489,50.08525,14.44513,208,51,0,3,0,3.2332250624800496,2.410543936773165,1.7326086241011702,3.199458872482163,2.979750571489264,3.5179072899916157
782770,50.0852,14.44644,191,47,0,2,0,3.3262502178621767,2.5041748514383104,1.825913891238083,3.2925721862973836,3.035110312654622,3.610941903986548
790196,50.0815,14.42123,498,160,0,49,0,1.7734142917897286,0.8950000605955788,0.6672340325169968,1.731252771273531,1.9086902609558885,1.8209769400916598
797201,50.08787,14.42235,501,145,0,51,0,1.5820718842323882,0.795942057500065,0.09821307812899562,1.5485147641768537,2.6213320248503242,1.9486913889012174
814677,50.08588,14.42116,535,165,0,54,0,1.5537416726666502,0.6997462747041152,0.1801866377903985,1.516290568319786,2.393906023597604,1.8215955160117367
814687,50.08588,14.42116,535,165,0,54,0,1.5537416726666502,0.6997462747041152,0.1801866377903985,1.516290568319786,2.393906023597604,1.8215955160117367
814691,50.08588,14.42116,535,165,0,54,0,1.5537416726666502,0.6997462747041152,0.1801866377903985,1.516290568319786,2.393906023597604,1.8215955160117367
818081,50.09014,14.42619,399,112,0,42,0,1.8328239068561636,1.1301333843386432,0.4669480125668371,1.8042741597418228,2.9090490515699163,2.2837043698218644
820954,50.08754,14.40874,307,113,0,45,0,0.6631498803211702,0.2222365535140693,0.8818295313776048,0.6226314949185124,2.6732499245913073,1.0203176275580426
822456,50.07692,14.41433,349,93,0,22,0,1.7852839746991775,1.085569023648134,1.2717545267324522,1.7417192222992088,1.429856845602182,1.5049139062693841
843670,50.08431,14.423,537,160,0,51,0,1.7379554451617512,0.8627148150069899,0.3797324835581597,1.6989328996197903,2.2331421601027945,1.9356789962588106
847192,50.07489,14.43138,275,111,0,14,0,2.791211171556214,1.9233139751662867,1.5824425845239902,2.7482223592274164,1.4676298557211627,2.706716954363389
855669,50.09034,14.42725,393,109,0,32,0,1.9083596903371816,1.208719988533467,0.5405852608819622,1.8802043829990216,2.9452984998110296,2.3624571529946596
874150,50.08754,14.39813,142,65,0,27,0,0.3503925832459238,0.9537882548797272,1.6387897432612306,0.337456971790755,2.969420007046977,0.47657080045889855
874212,50.10039,14.4313,81,9,0,5,0,2.4669468719350154,2.0977801039542383,1.6074147685582547,2.4570834590349353,4.098543506114941,3.1471655314130826
874482,50.09884,14.42953,110,19,0,7,0,2.2781731312789426,1.8856044441417295,1.3970089675088173,2.266540156589932,3.9039439872562935,2.9436978844486648
876329,50.0876,14.39812,142,65,0,27,0,0.3449146859890522,0.9553271288270435,1.6395338336507035,0.332496929031395,2.9755581139078555,0.482630190261363
882759,50.07397,14.43056,272,110,0,15,0,2.8102651449545757,1.9520140019944874,1.6489593426628082,2.766941861423607,1.3509009333726463,2.6907109058581704
888475,50.08267,14.44669,185,38,0,2,0,3.4029347793198745,2.553664690240011,1.903152168794665,3.367084796130754,2.839079285730644,3.625098619744929
933489,50.07397,14.43056,272,110,0,15,0,2.8102651449545757,1.9520140019944874,1.6489593426628082,2.766941861423607,1.3509009333726463,2.6907109058581704
933583,50.07397,14.43056,272,110,0,15,0,2.8102651449545757,1.9520140019944874,1.6489593426628082,2.766941861423607,1.3509009333726463,2.6907109058581704
933836,50.0706,14.43003,199,99,0,12,0,3.039473177216925,2.2120394546105833,1.9842931586370813,2.995650665675494,1.0518314727762286,2.8265358544533234
935534,50.05958,14.42289,52,14,1,5,0,3.771136021293432,3.1036498305173548,3.107189390845811,3.728845701669512,0.6069373400158176,3.28402312895568
939413,50.07368,14.4294,271,113,0,16,0,2.7690356880706433,1.9187988193764922,1.6468891568569795,2.7255285897009456,1.2753056675434171,2.62806913977355
970935,50.09015,14.41849,396,131,0,53,0,1.2835239185952947,0.6485226607879884,0.34856901704922333,1.254994111632951,2.863418836957066,1.7732301794185152
976660,50.10003,14.41659,49,5,0,4,0,1.577306536855424,1.549353095223108,1.4299346241272806,1.5800365291895548,3.965302304343237,2.3573235952725007
977301,50.07397,14.43056,272,110,0,15,0,2.8102651449545757,1.9520140019944874,1.6489593426628082,2.766941861423607,1.3509009333726463,2.6907109058581704
987875,50.10851,14.5387,3,1,0,0,0,10.063186773992342,9.404305772881873,8.707530363239426,10.042055397588957,9.854584151396526,10.558995748195821
991924,50.09143,14.4281,377,97,0,31,0,1.9729765399484356,1.311483629763177,0.6635942492335988,1.946945727312019,3.076461972507295,2.4607110142219817
993197,50.06521,14.35803,9,0,0,1,0,4.119233698300021,4.48437380158803,5.138079277905115,4.117881700676577,4.345732366116757,3.382304828603248
994758,50.07705,14.40825,255,60,0,10,0,1.5736832951936888,1.074561299775614,1.480161479160377,1.5324974925748303,1.5988426686947532,1.1362071911372973
995953,50.06524,14.42953,107,50,0,11,0,3.4721985799193202,2.6948858205760517,2.5472538090349435,3.4284030743836102,0.7644788961375504,3.1436412635122846
1000103,50.10161028878581,14.429512329504329,65,5,0,5,0,2.421679670034819,2.1195271686681023,1.6798333832693784,2.4150143271603244,4.206310887189831,3.1312522834246828
1000340,50.0824,14.42333,564,172,0,49,0,1.8506109520809055,0.9655964343201707,0.5889912796313713,1.8097315482282041,2.026323616318758,1.96098520911828
1003358,50.08919,14.41678,403,133,0,54,0,1.1679748085033874,0.48661646398677577,0.36097482348000526,1.1364766322186028,2.7606705218803786,1.618500721977017
1015821,50.08687,14.39608,129,60,0,24,0,0.49487528741803133,1.0937911849457884,1.786426507574697,0.4892660632316172,2.98240132645907,0.37494690967718386
1020234,50.08579,14.42179,535,166,0,53,0,1.5995542078788012,0.7454830658663317,0.19641268014715638,1.5621668408009874,2.387384358463014,1.8646885281517498
1043941,50.0638,14.43642,88,37,0,4,0,3.905523496335291,3.091798591553481,2.853094245367306,3.8616262998640316,1.2523451324674082,3.627738982373464
1064538,50.10757,14.50244,33,2,0,1,0,7.520438174394895,6.903622888066525,6.216352142036094,7.501497142180599,7.652976372820644,8.057295110810566
1064766,50.10569,14.43433,63,6,0,2,0,2.958269824447644,2.688594834106672,2.231959334645112,2.9546231899498494,4.721383056118188,3.6882545880785735
1072946,50.09532716485353,14.50264386959819,10,0,0,0,0,7.308010594362848,6.5828760300008655,5.881982964190562,7.28222005414901,6.894517490672995,7.728011923135813
1073417,50.07822,14.42362,443,173,0,33,0,2.1273108885905576,1.268041315777441,1.0474372649421015,2.0841354648769843,1.5732019090258145,2.0632410438012356
1081430,50.08977,14.42237,440,130,0,48,0,1.5613354826914716,0.862980157706725,0.26818166809760896,1.5319048346546353,2.8318620411003925,2.013107392493556
1101093,50.10538,14.44766,54,5,0,1,0,3.7586477845922683,3.3312586825790245,2.746297602992906,3.748245935842324,4.997475451976563,4.42176424589678
1103679,50.08818,14.46965,35,7,0,0,0,4.938925540482498,4.1600304594185955,3.46457864715183,4.908948461398419,4.48416502819529,5.287513429249904
1111076,50.08143,14.42135,498,163,0,49,0,1.7848512218855774,0.9065456104818514,0.6751888600247457,1.74267720679598,1.9017046044185673,1.830439180954915
1116016,50.13338,14.46444,19,1,0,0,0,6.613272208653302,6.440464867008957,5.964756499644306,6.6179238037341745,8.329678598504348,7.39279039532231
1143098,50.08977,14.42237,440,130,0,48,0,1.5613354826914716,0.862980157706725,0.26818166809760896,1.5319048346546353,2.8318620411003925,2.013107392493556
1151056,50.08754,14.41994,488,154,0,51,0,1.420447022058183,0.6201659659595304,0.08287908173425784,1.3856325076676101,2.574120712962719,1.7730469582642328
1153832,50.09169,14.42618,376,97,0,31,0,1.8385029288650911,1.2020335197059726,0.590265495403193,1.8132285167244737,3.07865536690048,2.3444154553217067
1165444,50.07283,14.4296,249,108,0,14,0,2.843407752607981,1.999270655590558,1.7403385458705531,2.799784453113755,1.209085247091166,2.68153474594613
1167382,50.08827,14.39989,143,64,0,28,0,0.22988248502886147,0.8444341904160673,1.5156261616661713,0.2054194477383008,2.980804787292836,0.6019663110167579
1169103,50.07183074951172,14.438589096069336,197,79,0,5,0,3.4064856650531294,2.534708479343741,2.143162640139856,3.3636230040585358,1.6301883522830631,3.311096753298337
1184697,50.04435,14.45453,35,0,0,0,0,6.4013758525642475,5.607487953757973,5.358634749972579,6.357558575366268,3.382486287190074,6.038640716935023
1200137,50.08522,14.4478,186,40,0,2,0,3.4215291805895554,2.600927828063661,1.9217413036249273,3.3880034785657167,3.1004992596233354,3.707960566528838
1201907,50.07283,14.43086,234,102,0,14,0,2.909708959561665,2.0588086145287723,1.7736752306930177,2.866199903238682,1.2678054289380554,2.7624532715038623
1202743,50.07441,14.4294,285,120,0,18,0,2.715522113081447,1.859281431029489,1.5714166558399385,2.672157395448134,1.3418295437401648,2.5953766077178826
