id,latitude,longitude,restaurant_count,hotel_count,park_count,museum_count,shopping_center_count
23219683,41.38005,2.14645,264,28,0,0,0
23220111,41.38601,2.14829,381,30,0,1,0
23225318,41.40017,2.15913,576,49,0,1,0
23230289,41.37911,2.15189,310,34,0,1,0
23244848,41.38021,2.19032,270,13,0,6,0
23247040,41.43483,2.16209,27,1,0,1,0
23247806,41.37772,2.17647,521,94,0,22,2
23249384,41.41415,2.1494,62,6,0,1,0
22952251,41.39578,2.18232,258,27,0,6,0
22953070,41.39908,2.14887,434,29,0,2,0
22954891,41.38685,2.17326,720,145,0,30,2
22958216,41.38303,2.17568,651,133,0,28,2
22965293,41.37229,2.16498,249,33,0,3,1
22967713,41.40631,2.18435,320,11,0,3,0
22978545,41.42439,2.17366,55,0,0,1,0
23258844,41.3873,2.18202,480,70,0,23,1
23262282,41.41937,2.14993,30,1,0,1,0
23263002,41.37256,2.16699,248,39,0,3,1
23263931,41.37504,2.13366,165,10,0,0,0
23265494,41.39746,2.20389,146,3,0,1,0
23268496,41.43796,2.17453,22,1,0,0,0
23269806,41.39781,2.20457,146,3,0,1,0
23271728,41.37309,2.16376,274,35,0,3,1
23278873,41.377564410083295,2.164017735997292,482,99,0,9,1
22991301,41.39628,2.18155,281,27,0,6,0
22991302,41.39694,2.17934,349,36,0,4,0
22994186,41.38336,2.1586,566,77,0,7,1
22998247,41.39243,2.17119,556,109,0,11,2
23284398,41.38246,2.17732,634,118,0,28,2
23284399,41.38293,2.17685,637,125,0,28,2
23284612,41.38672,2.15101,472,42,0,1,0
23292197,41.38903,2.15706,606,86,0,7,0
23292573,41.38199,2.1623,606,107,0,10,3
23292833,41.3814,2.1613,598,95,0,9,2
23301371,41.37436,2.12715,141,5,0,1,0
23305890,41.40373,2.17643,425,24,0,3,0
23000537,41.40784,2.18717,247,6,0,0,0
23001940,41.37334,2.16297,280,33,0,3,1
23004383,41.42024,2.15717,35,0,0,1,0
23008401,41.37647,2.11668,60,5,0,1,0
23008556,41.37653,2.11429,50,5,0,1,0
23012707,41.38706,2.1767,638,134,0,27,2
23015354,41.38857,2.17287,670,139,0,29,2
23015638,41.40806,2.1877,235,6,0,0,0
23308409,41.40301,2.17893,426,20,0,3,0
23308853,41.37425,2.14271,188,17,0,1,0
23309798,41.35844,2.14075,43,2,0,0,0
23316066,41.39073,2.16395,670,124,0,8,1
23316067,41.39367,2.15474,638,60,0,6,0
23317712,41.40311,2.15424,431,24,0,1,0
23320015,41.39715,2.15522,643,58,0,3,0
23334103,41.3739,2.1552,269,25,0,3,1
23338070,41.41475,2.18854,146,5,0,1,0
23341085,41.41391,2.18905,155,5,0,1,0
23030695,41.37313,2.16854,293,51,0,6,1
23031576,41.39979,2.16024,592,50,0,2,0
23031619,41.38308,2.14833,317,29,0,0,0
23033374,41.38358,2.18016,574,97,0,25,2
23038674,41.393299,2.150564,497,48,0,2,0
23050618,41.38444,2.17981,581,103,0,25,2
