id,restaurant_count,hotel_count,museum_count,shopping_center_count
13482950,516,33,0,0
13489559,487,22,1,0
13490382,395,21,3,0
13261391,673,63,6,0
13766022,168,11,2,0
13766096,261,27,3,1
13767982,184,11,2,0
13774882,422,21,3,0
13776036,610,108,8,1
13776897,309,33,1,0
13780544,647,129,26,3
13502848,547,82,22,1
13504430,369,58,6,1
13795161,694,93,6,0
13795340,411,21,1,0
13806704,698,91,7,0
13807195,694,93,6,0
13807778,698,91,7,0
13504784,615,108,27,2
13507577,613,110,11,3
13517526,596,97,9,3
13518472,462,21,2,0
13522440,189,17,1,0
13522581,310,34,6,0
13530998,17,1,0,0
13532126,607,118,27,2
13543207,57,7,2,0
13808557,575,48,1,0
13808970,698,91,7,0
13810749,694,93,6,0
13811701,698,91,7,0
13811835,699,91,7,0
13546118,139,7,2,0
13547361,142,6,1,0
13552869,518,76,5,1
13553243,277,19,0,0
13555213,103,5,1,0
13571420,167,17,1,0
13572127,451,15,1,0
13817411,224,36,3,1
13818081,357,14,1,0
13818886,534,58,6,1
13820217,698,91,7,0
13820340,221,13,1,0
13820882,698,91,7,0
13820948,521,104,9,3
13821587,119,7,1,0
13590196,561,111,14,2
13596241,463,84,16,2
13598779,528,58,5,0
13603686,142,6,1,0
13609188,423,20,2,0
13612109,557,89,6,2
13617893,110,4,1,0
13618506,437,22,1,0
13628415,435,15,1,0
13631689,255,31,3,1
13639630,98,6,1,0
13824037,698,91,7,0
13824615,694,93,6,0
13824811,264,45,5,1
13833685,638,113,9,1
13834520,537,84,24,1
13836248,234,5,1,0
13840632,24,3,0,0
13840669,586,30,2,0
13844132,533,103,19,3
13640268,86,5,1,0
13640417,645,79,7,0
13647725,383,34,13,0
13648568,512,61,21,1
13651387,687,88,6,0
13654009,219,5,1,0
13654301,560,83,8,1
13661099,441,18,1,0
13662290,694,93,6,0
13663120,698,91,7,0
13663333,698,91,7,0
13663612,646,128,26,2
13664910,694,93,6,0
13850656,304,25,0,0
13853803,546,81,23,1
13856102,529,38,0,0
13858043,48,0,1,0
13860411,504,39,0,0
13864187,268,10,0,0
13872487,233,26,3,1
13872506,567,89,24,1
13873341,423,21,3,0
13876657,217,5,0,0
13877186,280,20,0,0
13879473,219,5,2,0
13665914,22,0,0,0
13666612,698,91,7,0
13666853,521,73,5,1
13666883,698,91,7,0
13669275,707,151,24,2
13669493,410,53,6,0
13684797,554,47,0,0
13684821,616,85,7,0
13893057,349,11,1,0
13893522,287,5,1,0
13894687,343,11,1,0
13894945,367,10,1,0
13905258,531,46,1,0
13911601,52,1,1,0
13913088,664,132,20,3
13918960,652,136,20,3
13685401,279,35,3,1
13697801,413,27,2,0
13698046,81,1,0,0
13703805,120,7,4,0
13711161,422,19,2,0
13717255,578,80,7,0
13720430,122,5,0,0
13721216,24,2,1,0
13722853,204,8,1,0
13722943,100,5,1,0
13726070,115,7,1,0
13728163,182,2,1,0
13729084,234,6,0,0
13736859,155,13,1,0
13932921,259,40,3,1
13948154,504,73,5,1
13949490,536,20,1,0
13966456,378,17,1,0
13966494,421,79,11,2
13969432,531,69,22,1
13972983,262,15,1,0
13977576,161,16,1,0
13979120,232,5,3,0
13982721,35,1,0,0
13983890,384,12,1,0
13984949,529,74,24,1
13991325,528,62,7,2
13742696,698,91,7,0
13743908,63,6,1,0
13748569,255,9,8,0
13764019,473,85,18,2
13764399,305,32,0,0
14332869,410,15,1,0
13992866,438,69,6,1
13995903,350,15,2,0
14001620,239,23,0,0
14004632,500,88,15,1
14006090,239,42,3,1
14006318,312,29,4,0
14011007,279,9,1,0
14339528,153,6,2,0
14346513,609,126,27,2
14346701,258,7,0,0
14350142,335,18,3,0
14352069,158,6,2,0
14365234,218,18,8,0
14020724,244,34,3,1
14021579,337,22,3,0
14033305,283,5,1,0
14036933,329,30,11,0
14041469,335,18,3,0
14048192,505,99,20,2
14049763,19,2,0,0
14052915,574,90,24,1
14073807,633,126,26,3
14365617,230,18,8,0
14369495,382,19,3,0
14371490,593,92,24,1
14372327,527,76,24,1
14378795,658,133,25,3
14379840,63,7,0,0
14387151,699,62,6,0
14078469,699,71,7,0
14098489,144,4,0,0
14099561,474,86,17,2
14099568,673,147,28,2
14099815,516,65,5,1
14101958,636,124,13,2
14104582,587,57,6,0
14105020,587,57,6,0
14105222,383,38,0,0
14107150,524,75,21,1
14112955,519,75,24,1
14396580,218,17,8,0
14397132,667,129,26,3
14399845,529,90,21,2
14403984,12,2,0,0
14412773,181,15,0,0
14425781,600,98,10,3
14434534,670,131,12,1
14435096,452,80,16,2
14435455,622,125,18,3
14113634,523,72,21,1
14116020,669,134,20,3
14119361,691,60,5,0
14121260,332,32,2,1
14121353,686,150,23,2
14124717,454,55,4,1
14132336,154,12,1,0
14136311,351,35,1,1
14436579,445,75,15,2
14439632,391,54,14,0
14462759,300,18,7,0
14463163,360,48,9,0
14463344,349,47,9,0
14464474,558,105,22,2
14466788,354,23,3,0
14482262,680,83,7,0
14484042,337,31,0,0
14152120,698,144,30,2
14157571,267,21,8,0
14161568,216,22,3,1
14164414,133,10,1,0
14171072,583,86,9,0
14176427,186,2,2,0
14178223,152,7,2,0
14178375,664,130,26,3
14492815,647,129,18,3
14495526,682,62,6,0
14183545,560,113,25,2
14226114,4,0,0,0
14235583,256,24,3,1
14235866,655,141,28,2
14249095,508,93,9,1
14261865,136,6,2,0
14262764,551,24,1,0
14299410,334,27,1,0
14308198,702,148,23,2
14312931,139,5,1,0
14498019,470,78,7,1
14498705,448,77,15,2
14510812,355,37,2,1
14536601,130,7,1,0
14565867,358,67,9,1
14621782,178,16,1,0
14326061,489,22,2,0
15445245,284,22,2,0
15457928,531,41,2,0
15459150,636,51,3,0
15472647,681,81,7,0
15487828,533,115,15,3
15488638,478,19,1,0
15522431,131,9,3,0
15530332,182,3,2,0
14623889,697,147,24,3
14624373,411,75,13,2
15534219,344,18,3,0
15547693,463,53,6,0
15556812,478,19,1,0
15557745,269,27,3,1
15557828,581,111,25,2
15561742,455,35,2,0
15582843,405,19,2,0
15615547,554,83,7,1
15632990,621,125,23,2
14625071,521,39,2,0
14662418,298,11,1,0
15668556,444,23,2,0
15675966,194,10,3,0
15715991,321,36,6,0
15737782,653,79,7,0
15738071,173,5,2,0
15754354,690,94,6,0
15762813,464,19,2,0
15763812,223,23,3,1
15767841,552,80,7,1
15767930,177,15,0,0
14667676,357,40,2,1
14669223,293,13,9,0
15784194,88,3,2,0
15790302,499,36,2,0
15796640,51,0,1,0
15800641,564,88,23,1
15800817,529,72,23,1
15812034,375,58,16,0
15815550,450,26,2,0
14669385,231,9,1,0
15815958,114,5,0,0
15817189,239,9,1,0
15824132,331,44,10,0
15836672,586,51,1,0
15842669,432,56,8,0
15872210,630,128,22,3
15881982,137,17,2,0
15884864,488,35,1,0
15897898,710,145,30,2
14671298,20,3,0,0
14676014,34,1,1,0
14681712,28,1,0,0
15907271,353,42,5,1
15908298,492,53,5,0
15909543,545,75,5,0
15922469,705,64,6,0
15925170,421,54,7,0
15935137,169,14,0,0
15939484,710,65,6,0
15944795,305,47,5,1
15947390,336,60,7,1
14684040,457,58,5,1
14688266,376,40,5,0
14711942,218,14,1,0
14719647,398,73,10,1
14723985,46,1,1,0
14765045,141,7,2,0
14769206,294,31,1,0
14778581,453,20,2,0
14792937,584,56,6,0
14799774,88,7,0,0
15952737,24,0,0,0
15953093,371,17,1,0
15958416,507,27,0,0
15969502,600,98,9,1
15996573,674,145,26,2
16009172,520,71,8,0
16014846,382,19,3,0
14804782,631,135,20,3
14813836,209,5,0,0
14847034,439,21,2,0
14852858,20,1,1,0
14911941,583,93,8,1
14912116,582,91,8,1
14918045,75,7,1,0
14921978,236,25,3,1
14922292,270,27,3,1
14923468,451,37,2,0
16016650,597,92,24,1
16060546,349,15,1,0
16060688,374,18,2,0
16076152,546,102,22,2
16076627,483,85,17,2
16079084,579,120,26,2
16086485,589,98,25,2
16095185,744,153,29,2
14928200,615,121,23,2
14930754,698,146,26,3
14931743,153,6,2,0
16116125,441,82,14,2
16116133,462,85,16,2
16116138,375,69,11,1
16119804,591,95,27,2
16121764,461,19,1,0
16126731,464,19,2,0
16131537,280,10,0,0
16170106,327,12,2,0
16170808,274,41,5,1
16176665,464,19,2,0
14939544,649,135,22,3
14941403,382,31,13,0
14965707,34,1,0,0
16176885,413,11,1,0
16185704,347,13,1,0
16211549,294,35,3,1
16212783,155,13,1,0
16223518,620,124,20,2
16235648,503,108,15,3
16247653,619,119,27,2
16247733,660,134,22,2
14973389,340,28,8,0
14974687,197,19,2,1
14976613,504,88,21,2
14981606,269,50,3,1
14983751,570,68,5,0
16249380,598,107,25,3
16251145,518,98,21,2
16255146,322,26,1,0
16255969,565,37,1,0
16257090,533,68,23,1
16266383,378,53,8,0
16266513,397,20,3,0
16266993,381,20,3,0
16270398,152,2,1,0
15000259,171,5,2,0
15013842,566,99,25,2
15025611,624,91,7,0
15033088,416,17,2,0
15033558,448,19,2,0
15035458,451,37,2,0
15037359,255,14,2,0
16272738,208,7,1,0
16278781,595,54,2,0
16279645,597,48,2,0
16292600,640,128,17,2
16294662,531,42,0,0
16297576,335,13,1,0
16306389,388,20,3,0
16306731,397,21,3,0
16306813,417,23,3,0
15045446,353,60,8,1
15050009,332,58,6,1
15052687,114,4,1,0
15054843,646,136,20,3
15066805,328,58,6,1
16307165,415,20,3,0
16307183,29,2,0,0
16307967,404,21,3,0
16308005,415,20,3,0
16308030,413,21,3,0
16308789,622,119,28,2
16310328,630,122,28,2
15085426,5,0,1,0
15085509,355,16,1,0
15095736,20,4,1,0
15103148,374,31,13,0
15124297,689,142,29,2
15126198,637,135,19,3
16331344,34,0,0,0
16350839,602,118,11,2
16351058,637,123,22,2
16357633,268,6,1,0
16358772,225,27,3,1
16375018,148,3,1,0
16377878,598,110,11,3
16377944,495,24,2,0
16377991,589,97,26,1
16384420,168,11,0,0
15129519,147,4,0,0
15153134,194,4,2,0
15153698,314,19,9,0
15157048,156,6,2,0
15170544,51,1,1,0
16384978,167,9,0,0
16385602,164,8,0,0
16386312,162,8,0,0
16387031,219,6,0,0
16388020,608,43,4,0
16390841,179,12,0,0
16403800,455,57,5,1
16405178,482,43,2,0
16424722,185,17,1,0
15175682,236,27,3,1
15187915,322,35,0,0
15225357,488,51,3,0
15248430,311,19,3,0
15262802,683,136,21,2
15263886,30,2,1,0
15293599,586,105,23,3
16425528,62,7,1,0
16433084,271,33,1,0
16434117,15,0,0,0
16437001,180,5,2,0
16448315,519,101,19,3
16449540,486,33,2,0
16449601,444,25,2,0
16453250,193,17,1,0
16462603,521,68,6,0
15306390,398,45,5,0
15325196,380,14,1,0
15329706,696,144,24,3
15341505,1,0,0,0
15355977,432,17,1,0
15367704,490,25,2,0
16464240,478,28,2,0
16474452,394,24,1,0
16475404,400,19,2,0
16485441,51,1,1,0
16486723,236,27,1,0
16496029,657,119,9,1
16503468,315,11,1,0
15376437,571,27,1,0
15406272,511,61,6,1
15417009,585,86,9,1
15441217,712,68,6,0
17151979,421,19,3,0
16503978,492,28,2,0
16529397,91,4,2,0
16542280,344,11,1,0
16543650,645,137,27,2
16556943,704,144,30,2
16557135,285,32,1,0
16563363,526,108,9,3
16566571,99,6,1,0
17185341,157,9,0,0
17206089,680,135,22,3
17219671,597,91,24,1
17219896,424,20,3,0
17228046,94,3,1,0
17231660,385,19,2,0
17234052,48,0,1,0
17235173,471,36,2,0
17245611,101,2,0,0
16576575,523,72,23,1
16581398,180,2,2,0
16591842,28,0,0,0
16592830,521,68,6,0
16601337,612,112,12,3
16607851,251,25,3,1
16615733,751,155,30,2
16616381,537,78,24,1
17249667,597,100,10,3
17252894,249,29,2,0
16668153,360,67,9,1
16669652,566,119,19,3
16672021,418,54,7,0
16672707,288,22,2,0
16673362,759,148,30,2
16682362,192,9,2,0
16686593,550,112,17,3
17262759,381,73,10,1
17267444,553,98,22,2
17270978,249,15,3,0
17294887,323,32,0,0
17295976,150,7,1,0
16694720,441,84,9,1
16704193,385,39,4,1
16714195,600,57,6,0
16715630,346,46,5,1
16716808,396,63,6,1
16730670,370,43,5,1
16732821,562,49,1,0
17296538,348,15,1,0
17296867,615,124,27,2
17301253,585,91,8,2
17307013,592,100,27,2
17307598,694,62,6,0
17309504,15,0,0,0
17314782,464,19,2,0
17326005,568,84,9,1
16737061,252,25,0,0
16750114,154,12,1,0
16752317,513,97,23,2
16752419,622,55,3,0
16762460,628,126,26,3
16767690,604,98,10,1
16773390,445,18,2,0
16780481,644,130,25,3
16780794,572,111,22,3
16790826,135,5,1,0
16802462,297,18,6,0
17343899,520,45,1,0
17345073,559,48,0,0
17355163,491,59,4,1
17355359,455,51,6,0
17361756,533,82,10,0
17365217,565,49,1,0
16806128,464,19,2,0
16806770,736,153,31,2
16810008,491,59,3,0
16851200,264,40,3,1
16869002,618,106,6,1
16879161,54,0,1,0
16890150,741,157,28,3
16893987,341,32,2,1
17375977,641,126,16,2
17377767,674,135,24,3
17382701,379,16,1,0
17384433,309,32,0,0
17384869,178,11,3,0
17392421,671,149,21,3
17395410,608,102,9,1
17399082,540,109,19,3
17400426,104,6,1,0
17400650,240,35,3,1
17403686,158,16,1,0
17415768,446,16,1,0
16895531,416,17,1,0
16905095,134,3,1,0
16919949,567,33,2,0
16922226,575,97,25,2
16935893,558,105,22,2
16940946,37,0,1,0
16950208,558,105,22,2
16951437,31,0,0,0
16952591,301,17,8,0
17417904,108,7,1,0
17420510,285,18,1,0
17426972,694,148,26,3
17431597,147,9,1,0
17433751,544,109,19,3
17442647,576,120,19,3
17445119,87,10,1,0
17447286,437,55,8,0
16969817,31,0,1,0
16973722,378,14,1,0
16989407,241,4,1,0
16990287,574,101,23,3
16990689,206,25,1,0
16995657,376,41,4,1
17009883,632,121,11,1
17019265,94,3,1,0
17021004,548,78,6,0
17021973,109,2,0,0
17026117,616,42,2,0
17447319,455,16,1,0
17034595,131,10,3,0
17039201,600,50,1,0
17039203,604,54,3,0
17039207,619,53,2,0
17039209,576,51,1,0
17039210,531,45,0,0
17447404,339,12,1,0
17455051,360,20,3,0
17455534,437,46,3,0
17458927,683,73,6,0
17466637,580,122,18,3
17468995,538,70,5,0
17472277,421,22,3,0
17474580,481,27,2,0
17489331,354,14,1,0
17491259,274,26,3,1
17512675,596,102,12,3
17039211,536,45,0,0
17039212,533,41,0,0
17042853,603,80,7,0
17051593,633,114,11,2
17069939,163,14,1,0
17070772,405,48,5,1
17093742,70,0,1,0
17100681,211,14,1,0
17513146,598,106,12,3
17522904,217,17,9,0
17530875,392,27,2,0
17533086,161,33,3,0
17101095,410,23,3,0
17115175,290,20,1,0
17116080,196,7,1,0
17120024,196,7,1,0
17151368,426,20,3,0
17151374,353,19,3,0
17151393,368,20,3,0
17537306,632,49,3,0
17539687,693,61,6,0
17539873,645,51,3,0
17540522,700,72,6,0
17565775,447,78,16,2
17151406,427,20,3,0
17151410,419,20,3,0
17151411,429,21,3,0
17151412,386,19,3,0
17151423,398,19,3,0
17151552,413,20,3,0
17577404,93,5,1,0
17579772,678,57,4,0
17580051,502,46,2,0
17580211,643,52,3,0
17580811,679,55,4,0
17581040,643,50,3,0
17581160,694,61,6,0
17581311,634,49,3,0
17581441,646,51,3,0
17582798,339,64,9,1
17584297,689,149,28,2
17151977,376,19,3,0
17804478,546,83,24,1
17808668,316,12,2,0
17809736,78,8,1,0
17820980,139,5,2,0
17821990,329,30,11,0
17825682,78,7,1,0
17594647,315,62,8,1
17596395,574,97,25,2
17599570,438,75,18,1
17615678,571,81,7,2
17628425,180,2,3,0
17628666,332,63,7,1
17629786,676,146,23,2
17629946,464,84,17,2
17831961,307,49,5,1
17836024,530,75,23,1
17839592,312,50,5,1
17839767,22,3,0,0
17872800,394,70,9,1
17876182,601,97,26,2
17891078,696,146,23,3
17898254,70,0,1,0
17632700,596,101,10,3
17633075,151,6,2,0
17647478,275,25,3,1
17672694,230,21,9,0
17677133,275,22,2,0
17915459,409,74,8,1
17916039,442,71,17,1
17929979,749,151,30,2
17935561,516,67,23,1
17939993,16,2,1,0
17941923,137,7,1,0
17950947,332,33,2,1
17959322,612,125,27,2
17969324,704,73,6,0
17689857,685,147,23,2
17690720,111,7,1,0
17973400,137,5,1,0
17984440,391,39,0,0
17985065,228,33,3,1
17987719,600,126,18,3
17989447,549,67,6,0
18000525,317,18,3,0
18004257,199,17,6,0
18007337,415,20,3,0
18007602,314,18,3,0
17690765,231,9,3,0
17691490,577,89,10,0
17693680,285,28,3,1
17695675,492,59,3,0
17713036,252,44,3,1
17713467,244,26,3,1
18024341,180,4,1,0
18027535,47,2,0,0
18028496,68,1,1,0
18029085,490,58,5,1
18030645,670,126,9,1
18033581,521,106,15,2
18038277,227,6,1,0
18038313,190,17,1,0
18041850,259,6,0,0
18043684,688,150,25,2
17724138,9,0,0,0
17726037,578,107,21,3
17726717,370,68,9,1
17735254,572,85,7,2
17741245,612,112,27,2
17741453,566,96,25,2
17741885,565,95,25,2
18046053,455,53,4,1
18049325,676,146,25,2
18053584,146,2,1,0
18068224,136,3,0,0
18072457,459,92,12,2
18073605,471,91,15,2
18103650,368,24,3,0
17753817,133,5,1,0
17762151,485,43,3,0
17773935,319,12,1,0
17784677,718,143,30,2
17786640,360,15,1,0
17789197,32,1,0,0
18108783,561,48,0,0
18121859,412,60,9,0
18124601,585,51,2,0
18132625,422,17,2,0
18146433,632,53,3,0
18147910,307,13,9,0
18148057,393,33,2,0
18153634,33,3,0,0
18154978,154,5,2,0
18166839,578,89,23,1
17789490,155,10,1,0
17797460,365,54,9,0
17798665,641,118,10,1
17799808,401,47,5,1
18559623,295,24,0,0
18564914,629,121,9,1
18572961,668,133,26,3
18573859,180,10,1,0
18580058,414,11,1,0
18580179,661,131,13,2
18580775,220,14,1,0
18167818,393,33,2,0
18169478,513,29,1,0
18170160,432,77,16,2
18175074,144,7,2,0
18185332,60,1,0,0
18187460,104,4,1,0
18192944,519,39,0,0
18196081,51,6,0,0
18197251,666,69,6,0
18580791,219,14,1,0
18594606,745,157,28,3
18594748,344,10,2,0
18609272,95,6,1,0
18614711,279,10,0,0
18615356,346,14,2,0
18632823,142,5,1,0
18635538,582,70,6,0
18208218,507,71,5,1
18211389,495,58,23,1
18217017,23,3,0,0
18217447,602,101,27,2
18217921,316,25,3,0
18231716,583,106,25,2
18249861,366,38,2,1
18256727,175,5,2,0
18262581,238,6,3,0
18269758,413,14,1,0
18643014,605,52,2,0
18649323,630,127,16,3
18652878,616,109,28,2
18666614,712,142,30,2
18667060,596,112,23,2
18672570,510,79,11,0
18675862,130,12,1,0
18678273,558,85,6,1
18679493,704,148,26,3
18679582,591,52,2,0
18682101,378,33,1,0
18690318,614,105,27,2
18272085,355,27,12,0
18278374,589,54,5,0
18280255,557,48,0,0
18283499,312,10,0,0
18298011,21,1,2,0
18322249,488,46,3,0
18338221,173,25,2,0
18338508,403,51,6,0
18387024,345,29,0,0
18418085,605,107,10,3
18418904,432,24,3,0
18420309,51,0,1,0
18420426,338,21,3,0
18424324,371,25,3,0
18424456,376,24,3,0
18697011,125,6,2,0
18703222,520,31,0,0
18426853,329,30,0,0
18429737,449,89,12,2
18438898,449,32,3,0
18439011,708,64,6,0
18439708,332,23,3,0
18441918,548,94,25,2
18443653,332,23,3,0
18711519,510,84,19,1
18725178,410,43,4,1
18740765,452,18,1,0
18747430,137,8,2,0
18444651,631,126,22,3
18454432,372,19,3,0
18458853,399,20,3,0
18459019,371,25,3,0
18461094,303,10,3,0
18462846,426,19,2,0
18748070,479,21,2,0
18748074,479,21,2,0
18748076,581,51,1,0
18748079,581,51,1,0
18748083,581,51,1,0
18748088,581,51,1,0
18748105,381,19,2,0
18750489,195,27,2,0
18751085,244,26,3,1
18488543,427,34,18,0
18497538,440,56,4,1
18499256,62,1,1,0
18500822,413,16,1,0
18521609,26,0,0,0
18530629,485,37,2,0
18531999,231,9,3,0
18532548,550,84,23,1
18534416,59,0,1,0
18541547,403,22,3,0
18762580,272,28,4,1
18765714,37,2,1,0
18549309,558,27,1,0
18549740,282,30,3,1
18555876,161,7,3,0
18557074,690,152,24,2
18559064,625,126,22,3
18983216,309,65,11,1
19011241,199,13,1,0
19017150,500,89,14,1
19028601,526,42,2,0
19028693,34,3,0,0
18766588,755,151,31,2
18768307,360,39,1,0
19028982,679,61,6,0
19033335,721,150,31,2
19043388,660,134,22,2
19048512,308,10,1,0
19053607,240,35,3,1
19053950,18,0,0,0
19060476,536,87,10,0
18770690,748,152,28,2
18779649,450,34,1,0
18782153,511,84,11,0
18787543,651,56,4,0
18788457,343,15,3,0
18791554,459,21,1,0
18793876,97,5,1,0
19084504,285,5,1,0
19086098,71,1,1,0
19095883,608,129,19,3
19098187,183,2,1,0
19111247,558,24,1,0
19114185,308,11,1,0
19130455,29,0,0,0
19137740,654,51,3,0
19139267,243,16,8,0
18799316,551,38,2,0
18799724,592,41,2,0
18800050,464,19,2,0
18801690,284,9,1,0
18801691,607,121,21,3
18806437,672,149,28,2
18810132,282,20,1,0
19145671,15,0,0,0
19145900,159,9,0,0
19147659,26,1,1,0
19165571,365,30,2,0
19170398,308,11,1,0
19179820,367,59,6,1
19188690,527,31,1,0
19191171,679,61,6,0
18816303,450,19,2,0
18819367,388,38,0,0
18819486,642,126,11,2
18819488,644,129,13,2
18819497,559,48,1,0
18838659,607,109,10,3
18860645,626,124,23,2
19192722,322,44,5,1
19193802,464,79,9,0
19193893,19,0,0,0
19201959,308,11,1,0
19204015,414,50,4,1
19209041,344,25,1,0
19221465,169,7,0,0
19225120,314,29,0,0
18869363,646,135,27,2
18869364,666,134,25,3
18869678,199,14,0,0
18871225,58,7,0,0
18871228,52,6,0,0
18873107,449,71,8,0
18874540,431,55,6,0
18887616,294,19,1,0
19233700,204,11,1,0
19234380,90,4,0,0
19236563,118,5,1,0
19239896,420,19,2,0
19253139,326,12,1,0
19263265,378,38,4,0
19265548,586,97,8,1
19278621,378,38,4,0
19278720,401,15,1,0
18889879,577,120,16,3
18895271,499,97,19,2
18903875,680,139,22,3
18909471,210,14,7,0
18912000,308,11,1,0
19279731,378,38,4,0
19280134,403,18,2,0
19280939,446,16,1,0
19284742,322,35,0,0
19288657,363,38,2,1
19304849,281,14,6,0
19305348,572,40,2,0
19305430,363,38,2,1
18913927,225,5,3,0
18918136,52,6,0,0
18918143,59,7,1,0
18918145,54,6,0,0
18918147,59,7,1,0
18918149,672,146,27,2
18918151,52,6,0,0
18918152,672,146,27,2
18918153,43,7,0,0
18918155,676,150,23,2
18918159,81,5,0,0
19309304,511,53,4,0
19311895,31,0,0,0
19314515,15,1,0,0
19321199,279,9,1,0
19324222,53,2,0,0
19336825,617,125,18,3
19342564,293,31,4,1
19343873,284,29,3,1
19345829,259,25,3,1
19373099,68,2,0,0
18918161,42,7,0,0
18918162,674,149,23,2
18918163,674,149,23,2
18918165,30,3,0,0
18918166,674,149,23,2
18918168,676,147,23,2
18918169,674,149,23,2
18918171,672,148,23,2
18918172,678,149,23,2
18918174,673,149,23,2
18918176,679,149,23,2
18918177,672,148,23,2
18918178,679,149,23,2
18918181,679,149,23,2
18918183,674,149,23,2
18918186,673,148,23,2
19373641,68,2,0,0
19383965,94,7,1,0
19395233,152,8,0,0
19410032,658,129,20,3
19424985,248,10,1,0
19429056,671,146,27,2
19432305,626,134,19,3
19436738,47,3,1,0
19450897,378,38,4,0
19461286,61,6,1,0
18918190,672,148,23,2
18919038,736,158,29,3
18920807,291,31,1,0
18923376,676,111,7,1
18937523,29,3,0,0
18939609,44,7,1,0
18942359,234,14,1,0
18952363,165,3,1,0
19477279,604,100,9,1
19480706,35,0,0,0
19483565,68,4,1,0
19486889,158,13,1,0
19495182,299,44,5,1
19501925,78,4,1,0
19503907,136,6,2,0
19509048,43,4,1,0
19513173,348,19,3,0
19515377,566,80,8,1
19518024,199,4,1,0
18956901,164,10,0,0
18960463,42,6,0,0
18970396,16,1,0,0
19522765,606,123,27,2
19529939,374,37,0,0
19536690,604,102,10,1
19536692,332,45,5,1
19536693,368,38,2,1
19536695,344,47,5,1
19536698,537,73,7,0
19536699,635,113,9,1
19536700,406,46,4,1
19536701,391,22,3,0
18971689,14,0,0,0
19536702,410,67,6,1
19536704,660,50,3,0
19536705,658,50,3,0
19536711,361,64,11,1
19536715,697,62,6,0
19536716,668,50,3,0
19536717,704,60,5,0
19536718,627,48,3,0
19536720,631,48,3,0
18975870,350,15,1,0
18980901,112,5,1,0
19631362,668,145,27,2
19635359,423,23,3,0
19636167,490,73,9,0
19636967,326,21,1,0
19651719,126,7,1,0
19538760,305,33,0,0
19539067,352,23,3,0
19548275,461,21,2,0
19553493,503,74,24,1
19559005,469,34,2,0
19563158,657,52,3,0
19565272,519,112,15,3
19567353,667,55,3,0
19570491,634,129,21,3
19652810,525,34,0,0
19652973,662,58,4,0
19653211,36,5,0,0
19659876,68,2,1,0
19667923,494,84,21,2
19572717,482,57,3,1
19582154,638,74,6,0
19582198,457,21,2,0
19584104,369,19,3,0
19585052,157,15,1,0
19599464,378,38,4,0
19614710,531,114,15,3
19617586,2,0,0,0
19978670,539,27,1,0
19983618,374,40,2,0
19669046,310,32,0,0
19671890,77,4,1,0
19673387,246,26,3,1
19673868,556,64,4,0
19673977,334,40,5,1
19679799,352,38,1,1
19686811,308,14,1,0
19687412,362,16,1,0
19687798,329,14,1,0
19688249,216,8,1,0
19689424,378,38,4,0
19690186,378,38,4,0
19692712,378,38,4,0
19693832,461,77,6,1
19989745,459,35,2,0
19995421,250,35,3,1
19995428,225,5,3,0
19995748,692,152,24,2
20002590,229,26,3,1
20004294,271,18,2,0
20023860,417,16,1,0
20028272,419,74,16,2
20043458,241,23,3,1
20045088,683,107,7,1
19693847,597,32,2,0
19694143,545,25,1,0
19694387,469,34,2,0
19694964,271,5,1,0
19695273,272,14,6,0
19695274,31,0,1,0
20049287,619,53,4,0
20060181,489,84,11,1
20061032,208,5,3,0
20066087,431,43,3,0
20066721,679,61,6,0
20074443,47,1,1,0
20081814,586,69,7,0
20082710,273,26,3,1
19695963,691,61,6,0
19703940,378,38,4,0
19704429,378,38,4,0
19705931,627,128,18,3
19708576,262,13,4,0
19711744,414,41,2,1
19715335,505,58,3,0
19724815,11,1,0,0
20086013,457,28,2,0
20091067,602,113,24,2
20128592,142,5,2,0
20129816,564,93,22,2
20131970,201,18,0,0
20146211,226,11,2,0
20170296,236,26,0,0
20172831,14,0,1,0
20173661,493,96,19,2
20183259,669,120,8,1
20184309,567,117,23,2
19725220,371,16,1,0
19725978,303,13,1,0
19726349,322,15,2,0
19726433,373,16,1,0
19733253,491,37,0,0
19735227,179,13,5,0
19735557,325,24,1,0
20186594,19,0,0,0
20203034,489,84,11,1
20209669,317,58,6,1
20217450,253,4,1,0
20220009,622,128,26,3
20226033,365,25,3,0
20226359,292,10,0,0
20228336,23,0,0,0
20239438,577,114,13,3
19736828,632,134,27,2
19747988,733,153,32,2
19748665,31,2,0,0
19748832,68,1,1,0
19749462,64,1,1,0
19751252,313,29,0,0
19754039,378,38,4,0
19760228,212,26,3,1
19763815,61,2,0,0
19765455,420,70,6,1
19779264,507,65,24,1
19779265,507,65,24,1
19779311,630,56,3,0
19779316,630,56,3,0
19779318,630,56,3,0
19779916,67,2,1,0
19780565,134,9,1,0
20239670,367,17,1,0
20241152,316,39,12,0
20243862,649,101,8,1
20245258,137,9,1,0
20258456,311,26,0,0
20266994,522,24,2,0
20273799,184,27,2,0
20276107,201,14,7,0
20278477,549,86,25,1
20279496,370,28,12,0
19780732,719,144,30,2
19781115,407,34,0,0
19792228,450,25,2,0
19797316,378,19,2,0
19799557,190,4,2,0
20281579,405,18,2,0
20291512,464,19,2,0
20291713,549,92,25,2
20298786,336,14,1,0
20303249,696,150,23,2
20309328,500,56,4,0
