id,dist_to_sagrada_familia_km,dist_to_casa_mila_km,dist_to_casa_batllo_km,dist_to_parc_guell_km,dist_to_la_rambla_km,dist_to_montjuic_km
1202829,2.08,3.33,3.27,3.99,3.5,6.13
1007939,1.29,1.08,1.53,1.21,2.79,4.61
1008717,1.41,0.58,0.2,2.78,1.22,3.4
1204161,1.96,1.28,1.74,1.26,2.99,4.41
1206052,0.64,1.95,2.16,2.03,3.07,5.45
1206820,4.14,2.84,2.99,3.54,3.66,3.31
1207330,2.51,1.24,1.51,2.32,2.52,3.42
1207407,0.87,0.66,0.67,2.44,1.67,3.95
1207452,2.51,1.24,1.51,2.32,2.52,3.42
1207471,5.16,3.78,3.81,4.78,4.14,2.88
1211274,1.36,0.26,0.25,2.49,1.51,3.52
1011083,3.53,2.57,2.15,4.81,1.17,1.53
1018647,5.35,3.97,3.99,5.0,4.27,2.87
1020452,4.39,3.06,2.85,4.88,2.62,1.04
1211499,2.87,1.71,1.35,3.89,1.01,1.95
1213201,1.58,1.37,0.99,3.41,0.91,3.51
1215049,0.62,1.79,2.05,1.81,3.03,5.35
1215451,2.33,1.12,0.79,3.32,1.04,2.52
1216365,1.48,1.29,0.93,3.31,1.0,3.58
1216600,3.12,1.76,1.61,3.64,1.81,2.02
1218515,2.23,1.87,1.41,4.02,0.52,3.12
1218609,2.21,2.26,1.86,4.23,1.18,3.71
1025707,0.37,1.5,1.54,2.55,2.24,4.73
1029587,2.56,3.81,3.75,4.41,3.91,6.55
1034761,2.41,3.25,3.02,4.58,2.77,5.34
1034771,2.43,1.56,1.1,3.83,0.32,2.48
1039162,1.1,1.13,1.56,1.24,2.79,4.72
1218611,3.09,1.98,1.6,4.18,1.01,1.74
1218618,3.09,1.98,1.6,4.18,1.01,1.74
1218626,3.09,1.98,1.6,4.19,1.01,1.74
1225103,2.67,1.38,1.13,3.48,1.29,2.24
1229996,1.04,1.05,1.47,1.33,2.69,4.64
1230464,2.96,1.67,1.42,3.73,1.41,1.95
1234006,3.13,1.86,1.59,3.92,1.44,1.77
1235805,1.26,0.6,1.06,1.67,2.33,4.15
1240055,1.83,1.95,2.41,0.36,3.66,5.42
1241068,1.31,1.7,1.44,3.4,1.51,4.14
1039211,2.43,3.63,3.54,4.36,3.65,6.29
1041060,1.18,0.37,0.81,1.92,2.07,3.98
1044130,3.22,2.26,2.63,2.04,3.73,4.38
1295958,1.08,2.01,1.9,3.25,2.18,4.8
1296121,2.27,1.68,2.14,1.07,3.39,4.7
1241225,1.59,1.27,0.88,3.36,0.86,3.43
1242215,1.06,0.56,0.97,1.78,2.22,4.17
1242470,1.63,1.97,1.67,3.73,1.48,4.11
1242745,1.02,1.65,1.48,3.16,1.77,4.38
1249641,3.23,2.55,2.08,4.81,0.83,2.24
1254174,1.91,1.51,1.07,3.66,0.58,3.2
1255085,0.94,0.62,0.61,2.47,1.61,3.88
1305640,3.22,4.34,4.2,5.19,4.11,6.69
1307332,0.19,1.55,1.66,2.34,2.46,4.91
1310443,1.16,2.53,2.61,2.89,3.21,5.78
1312051,1.58,1.66,2.11,0.65,3.36,5.16
1314537,3.19,1.89,1.65,3.91,1.58,1.76
1258555,0.89,1.56,1.43,3.02,1.82,4.4
1260018,4.93,3.53,3.49,4.85,3.63,2.19
1261435,2.62,1.8,2.22,1.51,3.41,4.45
1266069,2.82,4.02,3.91,4.74,3.96,6.58
1266363,0.79,0.68,0.75,2.35,1.76,4.04
1266491,0.94,0.56,0.6,2.4,1.66,3.89
1269238,1.35,1.15,1.6,1.13,2.86,4.66
1272804,0.88,1.65,1.53,3.04,1.92,4.51
1274139,2.16,2.03,1.61,4.09,0.88,3.45
1314672,1.29,1.35,1.8,0.99,3.04,4.91
1320149,1.14,0.68,1.12,1.62,2.37,4.26
1327003,3.43,2.38,1.98,4.6,1.16,1.48
1328996,0.92,0.51,0.64,2.3,1.75,3.94
1329067,1.43,0.37,0.84,1.93,2.1,3.84
1329829,3.07,2.01,1.61,4.23,0.91,1.78
1329993,1.43,0.37,0.84,1.93,2.1,3.84
1276036,1.19,0.7,1.15,1.59,2.41,4.27
1282669,0.37,1.76,1.91,2.27,2.73,5.17
1284165,1.91,1.57,2.04,0.79,3.32,4.87
1290278,3.2,1.88,1.66,3.86,1.66,1.81
1291971,0.68,1.89,2.14,1.85,3.11,5.44
1293412,2.49,3.42,3.21,4.63,3.03,5.6
1294410,2.28,2.9,2.62,4.45,2.25,4.8
1620407,3.12,1.73,1.68,3.41,2.09,2.3
1330203,2.48,1.44,1.02,3.69,0.67,2.34
1330353,1.43,0.37,0.84,1.93,2.1,3.84
1331475,0.74,1.6,1.52,2.91,2.0,4.57
1331957,4.9,3.5,3.45,4.85,3.58,2.13
1620515,1.24,0.87,0.58,2.9,1.21,3.62
1624014,2.92,1.59,1.4,3.56,1.58,2.1
1630947,1.45,0.33,0.8,1.98,2.06,3.8
1635995,4.67,3.28,3.23,4.64,3.39,2.1
1642382,4.72,3.33,3.27,4.72,3.4,2.04
1642736,3.88,2.49,2.5,3.82,2.89,2.37
1647351,1.67,0.55,0.13,2.82,1.2,3.17
1648547,2.21,3.39,3.3,4.18,3.43,6.07
1332929,3.53,2.56,2.14,4.8,1.17,1.52
1337978,1.43,0.37,0.84,1.93,2.1,3.84
1338049,1.43,0.37,0.84,1.93,2.1,3.84
1338105,1.28,1.17,1.62,1.13,2.87,4.71
1338121,1.43,0.37,0.84,1.93,2.1,3.84
1659522,4.2,2.86,2.67,4.67,2.5,1.19
1661060,0.8,0.68,0.74,2.38,1.74,4.02
1667342,3.04,1.81,2.07,2.51,3.01,3.52
1670427,1.7,1.34,0.92,3.46,0.75,3.34
1672204,2.05,0.67,0.64,2.72,1.57,3.0
1677706,0.13,1.36,1.55,2.05,2.49,4.84
1678347,0.53,0.99,1.27,1.83,2.37,4.57
1681925,1.27,1.71,2.12,0.92,3.32,5.31
1682223,0.52,1.8,1.84,2.64,2.48,5.01
1338956,4.0,2.62,2.67,3.8,3.13,2.59
1343256,0.28,1.6,1.69,2.42,2.45,4.92
1344702,2.54,1.21,1.03,3.25,1.44,2.44
1691556,2.55,1.35,1.02,3.54,1.02,2.28
1695711,1.07,0.78,0.59,2.73,1.39,3.76
1702721,0.3,1.43,1.67,1.89,2.66,4.97
1711952,1.86,1.85,1.47,3.83,1.02,3.65
1720065,0.13,1.29,1.42,2.22,2.3,4.69
1720909,0.98,1.06,0.88,2.85,1.46,3.94
1721486,3.99,5.16,5.47,3.73,6.41,8.76
1727835,2.55,1.41,1.04,3.63,0.87,2.27
1728329,1.34,1.63,1.36,3.39,1.41,4.04
1354875,1.34,0.76,1.23,1.51,2.5,4.26
1356472,3.35,1.96,1.98,3.38,2.49,2.5
1359821,1.05,1.15,1.57,1.26,2.79,4.75
1365897,2.64,1.26,1.19,3.12,1.75,2.54
1383728,1.25,0.21,0.65,2.08,1.92,3.82
1385618,1.05,1.32,1.11,3.05,1.47,4.04
1387806,3.57,2.64,2.21,4.89,1.18,1.57
1391124,2.1,1.28,1.72,1.43,2.95,4.27
1392132,0.72,2.09,2.26,2.29,3.07,5.53
1395001,3.52,2.58,2.15,4.82,1.14,1.58
1395698,5.28,3.92,3.76,5.55,3.56,1.46
1396721,1.54,0.31,0.19,2.58,1.44,3.35
1397560,1.92,3.09,3.0,3.93,3.16,5.8
1397748,1.54,0.31,0.19,2.58,1.44,3.35
1735838,1.32,1.6,2.03,0.86,3.25,5.17
1735947,1.57,0.67,1.14,1.68,2.4,4.03
1737505,2.17,3.07,2.86,4.32,2.72,5.32
1738660,1.58,0.59,1.05,1.77,2.31,3.93
1739507,2.13,1.88,2.35,0.57,3.62,5.13
1744379,0.41,1.75,1.94,2.09,2.83,5.23
1749928,0.78,2.13,2.19,2.72,2.82,5.36
1756975,3.01,4.21,4.5,2.97,5.43,7.8
1401163,1.22,0.6,1.06,1.67,2.33,4.17
1402772,1.5,1.29,0.92,3.32,0.97,3.55
1761119,3.52,2.51,2.1,4.74,1.2,1.45
1776811,4.59,3.24,3.06,4.99,2.87,1.16
1790446,2.29,3.22,3.03,4.43,2.89,5.49
1800198,1.65,0.8,0.33,3.04,0.96,3.17
1808631,2.12,1.57,1.1,3.78,0.34,2.96
1808891,1.92,1.44,0.98,3.61,0.52,3.12
1810923,2.67,3.26,2.95,4.85,2.45,4.92
1406069,1.4,1.01,0.64,3.09,1.03,3.49
1406121,0.59,1.53,1.82,1.62,2.88,5.12
1406337,2.56,1.16,1.15,2.97,1.82,2.69
1407575,3.67,4.98,4.94,5.31,5.09,7.72
1410802,6.03,4.84,4.52,6.85,3.79,1.22
1411945,0.74,1.12,1.47,1.52,2.63,4.73
1814378,0.3,1.61,1.81,2.03,2.73,5.1
1819306,1.12,1.65,1.46,3.24,1.67,4.29
1821064,4.15,2.76,2.68,4.29,2.82,1.87
1821184,1.73,1.83,2.29,0.47,3.54,5.31
1823712,1.52,1.31,0.94,3.34,0.96,3.54
1823916,1.58,1.37,0.98,3.41,0.91,3.51
1823987,1.54,1.45,1.09,3.44,1.01,3.62
1825397,3.47,2.09,2.15,3.37,2.71,2.64
1416452,2.59,3.97,4.02,4.03,4.45,7.08
1418423,2.92,1.65,1.37,3.74,1.33,1.97
1418456,2.68,1.56,1.18,3.78,0.86,2.14
1826858,2.07,0.77,0.55,2.95,1.3,2.84
1830012,1.58,1.51,1.15,3.49,1.01,3.63
1830227,4.43,3.43,3.76,3.03,4.75,4.86
1830917,0.86,0.67,0.69,2.42,1.68,3.97
1831778,0.84,0.58,0.71,2.28,1.79,4.01
1834026,4.25,2.86,2.78,4.38,2.91,1.86
1838530,2.49,2.29,1.85,4.4,0.89,3.31
1839552,1.1,0.45,0.44,2.46,1.56,3.74
1424841,3.98,2.6,2.65,3.77,3.11,2.6
1426674,4.38,3.0,2.91,4.53,2.99,1.79
1853214,2.73,3.75,3.56,4.82,3.41,5.99
1858192,1.57,1.52,1.98,0.75,3.24,5.0
1867951,0.28,1.13,1.26,2.22,2.18,4.54
1868652,4.68,3.32,3.16,4.99,3.03,1.34
1882669,2.13,2.74,2.46,4.31,2.13,4.7
1882719,1.72,0.49,0.2,2.75,1.3,3.16
1882976,2.08,1.28,0.8,3.53,0.47,2.81
1888498,0.45,1.71,1.94,1.94,2.88,5.23
1889121,1.82,0.56,0.93,2.09,2.13,3.59
1429236,3.25,1.9,1.74,3.76,1.88,1.92
1899692,1.53,0.87,1.34,1.44,2.61,4.27
1899976,0.7,1.61,1.92,1.54,3.0,5.21
1900055,0.44,0.96,1.18,2.02,2.22,4.48
1903974,3.17,1.85,1.63,3.83,1.64,1.83
1904671,4.24,2.88,2.96,3.89,3.45,2.82
1908257,2.16,0.96,0.62,3.19,1.04,2.69
1911214,1.24,0.2,0.42,2.33,1.66,3.68
1429809,3.14,1.87,1.59,3.95,1.42,1.75
1431437,2.21,3.34,3.22,4.24,3.27,5.9
1431478,2.17,3.22,3.07,4.25,3.07,5.69
1435370,2.78,2.6,3.07,0.68,4.34,5.72
1436676,0.67,0.91,1.23,1.74,2.38,4.51
1440247,2.56,1.16,1.15,2.97,1.82,2.69
1446649,1.81,0.76,0.31,3.02,1.01,3.01
1912837,3.72,2.37,2.19,4.2,2.15,1.53
1912881,1.64,0.58,0.11,2.84,1.17,3.2
1915617,0.69,1.94,2.17,1.92,3.12,5.47
1915882,1.73,0.99,0.53,3.22,0.78,3.12
1916455,1.27,0.14,0.45,2.28,1.71,3.68
1920941,3.69,2.3,2.35,3.57,2.84,2.56
1921353,2.37,1.28,0.88,3.53,0.76,2.45
1447244,1.78,0.69,1.12,1.84,2.35,3.83
1448933,0.46,1.72,1.76,2.61,2.42,4.94
1451882,3.24,3.09,3.56,1.08,4.83,6.14
1454173,2.46,1.27,0.93,3.48,0.98,2.37
1457218,1.68,0.53,0.14,2.79,1.24,3.17
1458113,3.05,2.14,1.7,4.4,0.69,1.96
1458524,0.37,1.75,1.92,2.16,2.78,5.19
1926867,2.51,3.16,2.87,4.69,2.46,4.97
1933025,0.95,2.34,2.47,2.56,3.19,5.7
1933923,0.4,1.01,1.23,1.99,2.27,4.53
1938408,2.08,1.53,1.99,1.03,3.25,4.67
1938831,1.81,0.63,1.03,1.97,2.24,3.71
1940776,1.98,2.57,2.29,4.15,2.0,4.6
1947779,0.86,1.75,2.07,1.44,3.16,5.36
1951405,1.65,0.75,1.21,1.64,2.47,4.04
1957157,1.87,0.63,0.34,2.87,1.24,3.0
1459831,0.81,0.93,1.3,1.59,2.49,4.55
1460329,4.71,3.32,3.24,4.79,3.31,1.87
1471893,1.47,2.8,3.01,2.43,3.84,6.29
1958839,1.26,1.47,1.2,3.27,1.35,3.96
1966739,3.68,2.32,2.42,3.41,3.01,2.82
1968717,1.6,0.6,1.06,1.77,2.32,3.93
1978060,4.28,2.91,2.76,4.62,2.69,1.41
1978145,0.98,0.45,0.59,2.3,1.73,3.89
1986164,4.03,2.66,2.52,4.37,2.51,1.54
1986412,3.42,2.44,2.02,4.68,1.08,1.57
1987048,1.58,1.39,1.02,3.42,0.93,3.54
1472974,0.91,0.7,0.65,2.52,1.59,3.91
1474088,0.62,2.01,2.15,2.34,2.94,5.41
1996319,4.15,2.78,2.86,3.81,3.36,2.8
1999268,2.11,1.78,1.34,3.92,0.58,3.2
2005972,3.98,2.59,2.6,3.89,2.98,2.38
2019710,2.65,2.85,3.31,0.58,4.57,6.21
2020743,2.32,2.2,2.67,0.34,3.94,5.47
2029502,2.65,2.46,2.01,4.56,0.99,3.3
2029507,2.35,1.82,1.35,4.04,0.26,2.86
1474914,0.75,1.54,1.87,1.45,2.98,5.15
1474989,2.68,1.29,1.25,3.09,1.83,2.57
1477381,4.94,3.56,3.47,5.0,3.51,1.91
1478299,4.82,3.43,3.34,4.91,3.37,1.83
1480728,5.2,3.83,3.69,5.42,3.55,1.56
1481054,0.92,2.25,2.46,2.17,3.32,5.74
2031134,0.91,1.93,1.85,3.08,2.25,4.85
2034675,1.74,1.18,0.73,3.37,0.69,3.18
2036662,2.58,1.33,1.04,3.48,1.15,2.28
2045063,2.05,0.88,0.51,3.13,1.02,2.79
2052300,2.6,3.87,3.82,4.4,4.01,6.65
2054024,1.41,1.2,1.66,1.07,2.92,4.69
2054538,1.75,1.76,2.22,0.52,3.48,5.2
2058080,1.62,1.04,1.51,1.28,2.78,4.39
1481221,4.47,3.08,3.04,4.45,3.24,2.11
1482060,1.66,1.32,0.91,3.42,0.79,3.38
2059446,3.19,2.08,1.71,4.28,1.09,1.64
2059628,2.55,2.31,1.86,4.44,0.83,3.21
2065950,2.2,0.81,0.79,2.78,1.64,2.91
2068875,3.52,2.58,2.15,4.83,1.14,1.58
2069105,3.14,3.05,2.6,5.13,1.53,3.55
2070094,3.18,2.13,1.73,4.36,0.97,1.69
2073044,3.15,2.09,1.69,4.31,0.96,1.71
1490933,1.28,1.09,0.79,3.07,1.16,3.67
1493025,1.5,2.86,3.04,2.6,3.82,6.3
1497324,2.1,1.28,1.72,1.43,2.95,4.27
1505365,0.83,0.89,1.27,1.6,2.46,4.51
2077178,2.58,3.64,3.47,4.65,3.39,5.99
2077957,2.12,0.77,0.99,2.37,2.05,3.29
2078332,1.06,1.13,1.55,1.26,2.78,4.73
2082868,0.11,1.45,1.62,2.1,2.53,4.91
2087178,3.4,2.47,2.84,2.12,3.94,4.53
2091953,3.43,2.13,1.89,4.13,1.72,1.53
2096374,0.39,1.68,1.89,2.0,2.82,5.18
1505984,4.08,2.72,2.81,3.73,3.34,2.84
1506324,0.84,1.56,1.91,1.35,3.04,5.18
1520042,1.22,2.53,2.55,3.13,3.03,5.63
2097376,5.13,3.75,3.79,4.75,4.12,2.88
2099068,2.11,1.73,1.28,3.89,0.51,3.14
2099757,1.4,0.42,0.14,2.64,1.35,3.44
2107982,3.34,2.47,2.02,4.73,0.93,1.83
2111196,0.7,1.1,1.04,2.66,1.73,4.19
2114892,2.22,3.4,3.3,4.2,3.42,6.05
2120231,1.88,1.56,1.13,3.68,0.66,3.3
2122261,1.51,0.85,0.43,3.03,0.99,3.33
2131287,3.34,2.4,1.97,4.66,0.97,1.7
1522578,1.9,1.51,1.07,3.65,0.59,3.22
1523790,0.22,1.6,1.76,2.19,2.62,5.03
1523802,1.02,0.88,0.7,2.76,1.42,3.83
1524083,0.51,1.64,1.9,1.79,2.9,5.2
1524619,2.41,3.41,3.24,4.51,3.13,5.73
1524681,1.3,1.06,0.74,3.06,1.13,3.63
1527831,1.3,1.06,0.74,3.06,1.13,3.63
1529855,0.73,1.98,2.22,1.93,3.16,5.52
1530586,1.48,1.3,1.76,0.97,3.02,4.77
2131496,1.5,1.12,0.73,3.21,0.93,3.44
2148858,0.71,1.11,1.04,2.67,1.73,4.19
2152440,1.3,0.47,0.94,1.8,2.21,4.02
2167544,1.76,0.38,0.63,2.34,1.81,3.39
2170203,3.83,2.6,2.3,4.66,1.83,1.02
2177176,2.06,1.13,0.67,3.4,0.64,2.78
2180003,3.59,2.55,2.15,4.76,1.29,1.35
2184062,2.16,0.8,0.7,2.86,1.5,2.85
2186401,1.06,1.22,1.64,1.21,2.86,4.82
1531051,3.2,4.59,4.71,4.22,5.26,7.86
1540924,1.8,0.43,0.44,2.59,1.54,3.19
1554416,3.23,3.03,2.57,5.16,1.43,3.32
1560631,1.16,1.39,1.15,3.16,1.4,3.99
1563402,3.12,4.24,4.09,5.1,4.02,6.6
2187751,1.17,1.38,1.14,3.16,1.39,3.98
2199431,1.21,1.58,1.34,3.28,1.5,4.11
2202380,3.09,3.0,2.56,5.08,1.5,3.55
2204820,1.32,0.4,0.22,2.58,1.41,3.52
2207843,2.77,1.55,1.23,3.71,1.12,2.07
2219606,0.13,1.26,1.43,2.13,2.35,4.71
2220119,2.98,1.59,1.57,3.25,2.08,2.46
2224719,1.73,0.99,0.53,3.22,0.78,3.12
1563823,0.65,2.03,2.12,2.56,2.82,5.33
1569123,3.24,2.05,1.72,4.18,1.31,1.58
1579898,0.75,2.06,2.27,2.08,3.16,5.56
1580396,0.59,1.87,2.09,1.97,3.02,5.39
1580437,0.86,2.15,2.38,2.05,3.28,5.67
1580504,0.64,1.98,2.18,2.11,3.05,5.46
1580522,0.87,2.17,2.39,2.05,3.29,5.68
2228023,4.45,3.35,3.64,3.22,4.56,4.5
2237750,0.72,1.58,1.9,1.5,2.99,5.19
2245593,0.56,1.54,1.83,1.66,2.88,5.13
2248576,0.28,1.17,1.27,2.29,2.15,4.54
2255946,2.0,2.0,2.46,0.27,3.73,5.39
2256064,2.13,1.44,0.97,3.68,0.32,2.84
2258125,0.24,1.42,1.49,2.41,2.27,4.72
1580586,0.83,2.18,2.37,2.21,3.21,5.65
1580624,0.63,1.96,2.16,2.08,3.05,5.45
1583837,2.51,1.21,0.97,3.32,1.28,2.41
1587109,5.31,3.96,3.78,5.66,3.52,1.3
2263681,2.96,1.99,2.37,1.9,3.49,4.27
2265321,2.28,1.12,0.75,3.36,0.93,2.55
2268067,0.89,0.57,0.66,2.34,1.73,3.96
2282469,3.65,2.6,2.2,4.8,1.36,1.28
2288221,3.05,2.02,1.61,4.26,0.85,1.82
2292917,1.39,0.84,0.47,2.96,1.08,3.45
2293777,2.11,0.76,0.64,2.85,1.46,2.88
1594768,1.43,2.79,2.83,3.17,3.35,5.94
1604559,3.46,2.45,2.04,4.68,1.14,1.51
2306489,3.58,2.47,2.1,4.65,1.39,1.27
2307398,2.32,2.35,1.94,4.34,1.19,3.68
2307557,1.68,0.98,0.52,3.19,0.82,3.18
2307905,3.65,2.45,2.13,4.56,1.6,1.17
2308139,1.74,0.77,0.3,3.03,0.98,3.07
2311660,1.57,2.08,1.82,3.71,1.71,4.34
2313602,3.01,1.97,1.56,4.2,0.84,1.85
2319608,0.58,1.45,1.42,2.73,2.02,4.54
1607133,1.27,1.03,1.48,1.26,2.74,4.57
1608746,0.77,0.67,0.78,2.29,1.82,4.07
2324304,1.2,0.37,0.82,1.91,2.08,3.97
2327444,1.48,1.15,1.61,1.12,2.88,4.6
2329405,3.36,2.7,2.23,4.96,0.97,2.26
2333994,3.09,2.13,1.7,4.39,0.77,1.87
2342332,0.27,1.63,1.8,2.14,2.68,5.08
2343336,1.99,2.0,2.47,0.27,3.73,5.4
2348604,1.62,2.22,1.97,3.78,1.85,4.49
1612980,1.51,0.53,0.08,2.77,1.22,3.31
1613942,1.73,0.42,0.29,2.65,1.43,3.2
1614109,1.71,0.5,0.19,2.76,1.29,3.16
1616453,3.61,2.63,2.22,4.87,1.25,1.46
2568864,1.16,0.8,0.56,2.8,1.3,3.68
2576955,3.66,2.73,2.3,4.98,1.27,1.52
2577644,4.38,3.0,2.9,4.53,2.98,1.77
2585698,1.0,0.99,0.81,2.82,1.43,3.89
2351233,1.78,1.1,0.64,3.32,0.69,3.11
2355423,0.26,1.14,1.31,2.1,2.28,4.61
2362929,1.09,0.42,0.84,1.91,2.08,4.04
2368976,2.3,3.37,3.22,4.37,3.21,5.83
2369067,3.87,2.52,2.35,4.32,2.29,1.46
2373057,2.65,1.3,1.13,3.3,1.52,2.38
2376434,2.67,4.03,4.21,3.4,4.94,7.46
2376967,2.03,2.7,2.44,4.21,2.18,4.78
2588674,3.27,2.31,1.88,4.56,0.92,1.73
2592904,1.18,0.67,1.12,1.61,2.38,4.25
2599849,4.65,3.28,3.13,4.95,3.02,1.37
2600907,1.98,0.58,0.71,2.51,1.76,3.18
2609446,3.61,2.62,2.21,4.86,1.26,1.42
2377543,4.1,2.78,2.56,4.66,2.32,1.1
2379004,0.35,1.09,1.2,2.29,2.09,4.47
2382152,2.42,1.55,1.97,1.54,3.17,4.28
2391858,2.66,2.12,2.58,1.08,3.82,5.01
2394424,2.36,1.01,0.87,3.05,1.48,2.65
2396459,3.78,2.57,2.81,2.99,3.66,3.7
2401795,4.94,3.55,3.5,4.88,3.63,2.16
2402365,1.59,1.05,0.62,3.21,0.85,3.3
2411106,2.87,1.67,1.34,3.82,1.12,1.96
2610473,2.71,1.82,1.37,4.09,0.41,2.24
2614577,2.39,1.46,1.01,3.73,0.45,2.48
2623120,4.4,3.04,3.12,4.02,3.6,2.87
2624310,2.71,1.6,1.22,3.83,0.83,2.11
2626169,2.72,1.52,1.82,2.25,2.84,3.61
2626530,2.75,1.62,1.25,3.83,0.91,2.07
2634227,4.29,5.51,5.79,4.16,6.69,9.09
2412835,2.3,1.05,1.35,2.19,2.43,3.5
2417803,0.17,1.32,1.52,2.01,2.49,4.82
2424905,2.59,1.87,1.4,4.13,0.16,2.51
2428246,0.77,1.33,1.22,2.84,1.75,4.28
2438814,0.59,1.98,2.11,2.41,2.87,5.35
2439285,2.54,1.14,1.13,2.96,1.82,2.7
2439919,3.17,2.12,1.72,4.35,0.97,1.69
2643611,1.98,3.21,3.16,3.9,3.38,6.02
2650947,1.66,2.08,2.51,0.63,3.72,5.64
2664990,3.02,4.17,4.04,4.98,4.0,6.59
2669219,2.31,1.0,1.26,2.32,2.29,3.35
2670047,3.46,2.33,1.97,4.5,1.32,1.37
2443008,2.41,3.25,3.02,4.58,2.77,5.34
2451930,2.28,1.68,2.14,1.09,3.39,4.69
2453031,2.27,1.91,2.38,0.72,3.65,5.06
2456837,2.82,2.03,2.46,1.53,3.64,4.61
2457914,1.6,0.34,0.21,2.61,1.43,3.3
2464488,1.71,1.45,1.92,0.84,3.19,4.84
2464498,2.61,1.94,2.38,1.27,3.6,4.73
2464761,2.04,0.7,0.56,2.84,1.4,2.92
2469678,0.56,0.93,1.0,2.36,1.91,4.26
2469747,2.77,1.79,1.36,4.04,0.6,2.11
2685897,2.16,1.15,0.71,3.42,0.69,2.66
2689106,0.96,2.25,2.48,2.05,3.38,5.77
2698602,1.53,1.4,1.04,3.4,0.99,3.6
2473377,0.98,0.77,1.18,1.61,2.4,4.38
2479915,2.94,1.97,1.54,4.23,0.67,1.98
2490660,0.66,1.71,2.0,1.65,3.03,5.29
2491989,3.19,2.09,1.71,4.29,1.07,1.65
2492876,0.31,1.43,1.48,2.48,2.22,4.69
2493382,1.26,1.6,1.34,3.32,1.47,4.09
2494484,2.36,3.32,3.13,4.49,3.0,5.59
2498424,0.32,1.42,1.46,2.49,2.2,4.67
2704481,1.71,1.61,1.23,3.62,0.93,3.57
2722884,3.7,2.5,2.75,2.89,3.62,3.74
2505126,1.05,1.6,1.42,3.17,1.69,4.3
2506445,4.05,2.69,2.79,3.69,3.33,2.87
2507802,3.12,2.0,1.63,4.2,1.05,1.71
2509265,3.22,1.86,1.7,3.74,1.84,1.93
2510966,0.86,2.15,2.38,2.03,3.28,5.67
2512546,1.4,0.42,0.15,2.64,1.35,3.44
2519401,3.22,1.86,1.7,3.74,1.84,1.93
2725917,2.27,0.9,0.82,2.9,1.56,2.79
2726925,1.92,0.6,0.89,2.24,2.03,3.43
2727935,3.32,2.49,2.04,4.76,0.89,1.92
2729680,2.34,1.07,1.35,2.24,2.41,3.45
2732115,0.58,1.7,1.96,1.75,2.97,5.26
2528991,1.43,2.7,2.94,2.18,3.84,6.24
2534835,1.82,0.49,0.38,2.69,1.44,3.13
2536121,2.29,3.22,3.02,4.42,2.88,5.48
2536314,1.47,1.24,0.87,3.27,0.99,3.55
2538360,4.72,3.33,3.28,4.67,3.45,2.13
2542510,1.16,0.41,0.39,2.48,1.53,3.69
2552286,1.58,2.97,3.12,2.82,3.83,6.35
2555964,1.64,0.38,0.79,2.08,2.03,3.65
2736626,1.51,0.38,0.09,2.65,1.36,3.35
2741544,1.52,1.41,1.05,3.4,1.01,3.62
2741837,1.51,0.56,1.03,1.77,2.29,3.96
2742376,1.53,1.4,1.04,3.4,0.99,3.6
2556150,1.13,0.46,0.89,1.85,2.15,4.07
2557934,3.6,2.58,2.17,4.8,1.29,1.36
2563231,1.73,0.91,1.38,1.51,2.63,4.16
3097541,2.17,0.99,0.64,3.22,1.02,2.66
3097665,2.37,1.15,0.83,3.35,1.06,2.48
3099145,1.92,0.8,0.4,3.06,1.02,2.91
3109814,2.24,0.9,1.12,2.41,2.13,3.26
3110029,1.3,0.88,0.56,2.95,1.14,3.55
2743539,2.58,3.66,3.51,4.62,3.45,6.06
2743922,1.47,0.78,0.38,2.96,1.05,3.36
2744359,1.44,0.87,0.48,3.01,1.03,3.41
2744849,1.48,0.38,0.1,2.63,1.37,3.38
2753314,2.33,3.01,3.42,1.17,4.59,6.59
2755738,2.98,1.86,1.48,4.06,0.99,1.84
2758050,1.27,0.59,1.05,1.68,2.32,4.13
2760787,1.94,2.96,2.81,4.06,2.82,5.45
3110443,1.33,0.89,0.55,2.97,1.12,3.53
3110723,1.25,0.9,0.6,2.93,1.19,3.61
3117453,0.83,0.67,0.72,2.4,1.72,4.0
3118841,3.73,2.65,2.27,4.85,1.46,1.18
3126493,1.91,0.73,0.37,2.98,1.12,2.94
3127809,5.07,3.68,3.65,4.92,3.83,2.38
3131114,0.25,1.15,1.33,2.09,2.29,4.62
2761639,1.92,2.94,2.79,4.04,2.82,5.45
2761939,3.49,4.47,4.83,2.75,5.9,8.09
2762205,0.96,0.98,1.39,1.44,2.61,4.59
2775642,1.5,1.28,0.91,3.31,0.96,3.54
2776901,2.11,1.19,0.73,3.46,0.59,2.74
2779738,0.75,0.68,0.96,1.96,2.11,4.25
3142094,1.08,2.44,2.5,2.92,3.07,5.64
3144104,3.54,2.37,2.03,4.51,1.45,1.28
3161722,0.31,1.62,1.81,2.03,2.74,5.1
3162501,2.86,2.93,2.52,4.91,1.61,3.85
3163248,1.5,1.27,0.9,3.31,0.96,3.54
3163251,0.33,1.64,1.84,2.03,2.76,5.13
3167271,0.43,1.7,1.91,1.96,2.85,5.21
2781640,0.92,0.63,1.0,1.81,2.21,4.24
3170121,0.33,1.64,1.84,2.03,2.76,5.13
3172290,1.09,0.8,0.6,2.75,1.37,3.75
