id,latitude,longitude,restaurant_count,hotel_count,park_count,museum_count,shopping_center_count
1004882778671754417,41.40809029075917,2.1831158081184623,333,14,0,2,0
1005002423506741660,41.3785784,2.1777338,575,94,0,23,1
1005013024575641623,41.38895,2.17463,629,128,0,29,2
1005014171730422565,41.38875552182633,2.17329777401516,650,139,0,29,2
1005108736681520386,41.38002771317676,2.1715311164846973,633,128,0,22,3
1001941291239599590,41.39181304027352,2.1656204116394173,647,117,0,9,1
1001983950641956985,41.37415,2.1304,156,6,0,0,0
1002037412348791505,41.3822584877865,2.15593889157473,483,52,0,3,0
1009958191346239371,41.39859862521856,2.138080311230901,141,13,0,1,0
1009969169212511841,41.386113051782814,2.1809560506871057,547,92,0,25,2
1009978313613770061,41.3985932798403,2.16968188372507,525,59,0,5,0
1009987492266542596,41.40328585033602,2.174215659603692,453,22,0,2,0
1009993347099986262,41.405848302684944,2.180765082316216,391,20,0,3,0
1010080785759946851,41.396056709930846,2.154293442188889,648,56,0,3,0
1005442002019858272,41.421248870536246,2.2012221146384614,20,0,0,0,0
1005500262922335944,41.3852083,2.1789765,598,115,0,27,2
1005513472241207213,41.39634148405028,2.1797889191496207,322,37,0,7,0
1005533936589344817,41.42503959269927,2.149821411088757,27,0,0,0,0
1005553922725832513,41.40268242616198,2.1511462994896307,393,21,0,1,0
1005555945720748294,41.38242859241367,2.1615795420606694,599,101,0,10,3
1005619516570227123,41.40384,2.16788,565,24,0,1,0
1005643932109804771,41.3859135,2.1531376,489,47,0,3,0
1005647444560420711,41.3841,2.16653,699,146,0,23,3
1005650916700201732,41.39232,2.16464,650,111,0,8,1
1010161075078857966,41.37942586966453,2.191753502995066,201,5,0,2,0
1010181955358066084,41.38641972871272,2.1584739782318128,565,86,0,8,1
1010598983082545059,41.410272353164665,2.1781098272023867,354,14,0,1,0
1010611714346668573,41.3873240403361,2.180333032187012,531,95,0,23,2
1010628018608349920,41.39444,2.15337,608,55,0,3,0
1010730752536343825,41.4083212,2.1735588,386,15,0,1,0
1010773990976680769,41.37856,2.15503,356,38,0,2,1
1010777930286882008,41.3758404,2.1437009,211,22,0,1,0
1010828179627374481,41.37848,2.15364,335,35,0,1,0
1010845560977204288,41.377981584513925,2.155096719421442,350,36,0,2,1
1005683980912903181,41.38578369046435,2.1799713276006774,578,105,0,25,2
1005690428458807477,41.40445,2.15494,417,17,0,1,0
1005690515030954884,41.38735,2.17305,722,142,0,30,2
1005691297604209348,41.38723078300033,2.1744537386178555,686,142,0,29,2
1005752981784498345,41.4165713,2.110884200000001,5,0,0,0,0
1005757638447951993,41.39726637828257,2.179257172329079,359,34,0,4,0
1005784515586320278,41.37653762822799,2.1904901985551395,175,5,0,2,0
1005832687326201383,41.38504,2.16643,689,147,0,24,2
1005838240288407308,41.39171,2.16765,631,124,0,10,1
1005867738165301753,41.39737150000001,2.1559889,643,58,0,3,0
1005874769986742554,41.40207,2.19975,181,3,0,2,0
1005882889654251204,41.38619254612961,2.1649362078382084,674,142,0,21,2
1005929017686590019,41.43300721345124,2.1866342348262418,28,1,0,0,0
1006066000916829958,41.39341,2.1145,41,2,0,1,0
1006222935244656524,41.40721947836726,2.173472271195253,410,16,0,1,0
1006243199600435652,41.40731544595905,2.173263592295357,412,15,0,1,0
1006251451212792899,41.39551,2.17915,335,42,0,9,0
1006253740563350505,41.40028,2.13682,101,10,0,1,0
1010864759459719909,41.37828,2.15536,362,39,0,2,1
1011342176384805969,41.3918849,2.1498397,479,38,0,2,0
1011394974255008925,41.39158,2.15183,535,50,0,2,0
1011437437763826343,41.38900067037246,2.1788620300915484,537,92,0,21,2
1011459798737843835,41.37936,2.14648,254,27,0,0,0
1011573666450130668,41.3861042,2.1809491,547,92,0,25,2
1011609441349908662,41.43217146397975,2.155102975666523,29,2,0,1,0
1011688349919294749,41.4042001,2.1731364,467,21,0,2,0
1012025263712768911,41.3841202,2.1741879,678,149,0,28,2
1006255207945599629,41.40573,2.17304,440,19,0,2,0
1006260097854048374,41.3955219714993,2.17741601101252,392,48,0,8,0
1006260665060682681,41.40704299329529,2.173149730786171,411,16,0,1,0
1006305806602475526,41.39997671135357,2.1583970273884048,577,50,0,1,0
1006355892194242122,41.38052,2.17922,596,95,0,26,1
1006366213601209319,41.38123706284928,2.183087243026463,514,66,0,21,1
1006373675338172601,41.38255,2.18439,486,61,0,22,1
1006377176629194264,41.38155069582197,2.18275017879782,523,70,0,22,1
1006383376094201973,41.38100573222279,2.18005952122262,596,93,0,24,1
1006391962545778837,41.38145540889985,2.1829273119557517,517,67,0,21,1
1006394491052437776,41.38731,2.17474,680,141,0,29,2
1012225446607243087,41.38954,2.17894,500,84,0,21,2
1012842849814618610,41.38322555612788,2.177067597530036,632,129,0,28,2
1012846327462121331,41.4047887,2.1399056,112,10,0,1,0
1013083100394318802,41.39529411443544,2.1914240894189434,130,9,0,2,0
1013118198795722486,41.3789579,2.1508532,290,35,0,1,0
1013274381488339105,41.41608278969232,2.180240902343658,173,7,0,1,0
1013518716495488734,41.38191,2.15369,424,39,0,0,0
1013531731505901445,41.38201,2.15267,391,38,0,0,0
1013757089660937735,41.4011277748361,2.171232786363153,522,34,0,3,0
1013766073767783065,41.4262497,2.1751214,46,0,0,1,0
1006396896433577970,41.38153718702806,2.1848179748669554,463,55,0,20,0
1006403041299788114,41.38285793904252,2.1835609944179675,515,63,0,22,1
1006478656087510988,41.38899088494806,2.1747569170150043,626,128,0,29,2
1006485882552852234,41.40603,2.17302,428,18,0,2,0
1006490131554165728,41.38755,2.17307,722,141,0,30,2
1006620498473807774,41.39494,2.18042,314,40,0,8,0
1007364225749719686,41.39506,2.16849,559,90,0,9,0
1007661326537426181,41.382726,2.172922,693,151,0,26,3
1007706601097373993,41.37764,2.16623,508,111,0,15,3
1007838184838813956,41.38417,2.14588,310,24,0,0,0
1013803367521110649,41.3922941,2.1739426,509,98,0,18,2
1013875130300317277,41.37555,2.15836,333,36,0,3,1
1014241797783731116,41.3746327,2.1433839,190,18,0,1,0
1014255924474041423,41.41481616144954,2.220052196820061,31,2,0,0,0
1014289113955491293,41.41480006948017,2.220009281475823,31,2,0,0,0
1014322044488687570,41.42314329219534,2.1573103543945384,32,0,0,0,0
