id,latitude,longitude,restaurant_count,hotel_count,park_count,museum_count,shopping_center_count
1025653693506742971,41.37632,2.13991,181,18,0,0,0
1025660248392308727,41.37629,2.13962,185,18,0,0,0
1025664559275110205,41.37487567624615,2.139526429740394,181,17,0,0,0
1025668346909541607,41.37534358383343,2.139367444073855,180,17,0,0,0
1025672830974764837,41.37450939444414,2.139914423373856,176,17,0,1,0
1025677186632169451,41.374713498994886,2.1409592139877147,175,17,0,1,0
1025680988161810960,41.37461,2.14102,173,17,0,1,0
1025685286177059293,41.38029669992237,2.167098321590787,619,132,0,19,3
1025686655025131846,41.37510556974252,2.141536389854796,183,17,0,1,0
1025690842847298890,41.37686750552446,2.139939735803162,189,18,0,0,0
1031659780957833580,41.3929,2.1924,110,8,0,3,0
1031661929352028330,41.38333,2.13952,242,13,0,1,0
1031700077453018454,41.3899942,2.1703916,641,130,0,22,2
1031731498816124289,41.39603300460663,2.1466168311532763,374,29,0,2,0
1031740587381772460,41.38228123864525,2.189650620135396,329,20,0,9,0
1031753108034871925,41.410037058506326,2.206809947844256,75,6,0,1,0
1032105195971274389,41.37299,2.16454,268,36,0,3,1
1032490226730218643,41.37205,2.16243,238,28,0,3,1
1032520030037201917,41.44128931434747,2.1818910953011392,16,1,0,1,0
1032520046207255209,41.3918113,2.1736163,525,105,0,19,2
1025791137563587003,41.379531730708415,2.174369697473833,603,115,0,23,3
1025793755514903787,41.37835,2.19075,218,5,0,3,0
1025822892513126484,41.3983915,2.1991268,180,2,0,1,0
1025832253555521150,41.40811896845323,2.1804027335513982,360,16,0,2,0
1025857182648034071,41.3781139059473,2.1746515155961013,559,102,0,23,3
1025868213216973842,41.37965324593223,2.174332584525331,608,115,0,23,3
1025876938813253566,41.37978817408565,2.1725880119503387,634,129,0,22,3
1025886891634709543,41.41059,2.16348,262,8,0,1,0
1025890960916612388,41.38013,2.1741,621,125,0,24,3
1032555375595933808,41.38515,2.1789,595,115,0,27,2
1032744084287757840,41.4193998557315,2.1829339116811752,77,4,0,1,0
1032764080518953483,41.384639745881785,2.1812964866363416,540,90,0,25,1
1033231851313620707,41.4035841,2.1538304,412,19,0,1,0
1033328836356543297,41.37248367848618,2.166260685097197,250,36,0,3,1
1033398135284308697,41.40444,2.13834,96,10,0,1,0
1033553658130603989,41.390339,2.1760385,558,106,0,22,2
1033861963334331484,41.39916,2.14765,396,27,0,2,0
1033863126733043566,41.39839,2.14725,385,29,0,2,0
1025898654454026004,41.37973,2.17263,631,127,0,22,3
1025900104678838068,41.37517400731231,2.136383257442,179,13,0,0,0
1025941735731391634,41.39082,2.15131,530,43,0,1,0
1025978182962418223,41.37183241543048,2.1674805229157785,218,32,0,3,1
1025981229888939036,41.40736,2.1483,222,12,0,1,0
1026001241398489150,41.3897135,2.1770582,554,108,0,23,2
1026015667524519291,41.38995198438905,2.149288441178109,456,34,0,1,0
1026022189385726802,41.39139,2.15071,506,43,0,1,0
1026026253065039936,41.388032,2.1742619,676,143,0,29,2
1026027652383741620,41.3915,2.15108,518,45,0,1,0
1026037113626926994,41.385995798766,2.157059602090828,546,77,0,5,0
1026040226893426217,41.3997114058292,2.155957048080543,584,51,0,2,0
1033866130659412392,41.39921959813059,2.145527037945346,306,24,0,2,0
1033866421292253220,41.39992,2.14673,349,25,0,2,0
1033867363434634165,41.38151074949062,2.179485186729746,598,95,0,26,2
1033867514517455988,41.37966750875663,2.1814754911717738,527,76,0,21,1
1033867662070544421,41.3810719106919,2.1797324148717383,596,94,0,26,1
1033867801160355403,41.38159,2.17975,595,94,0,26,1
1033867975004397132,41.39906362237422,2.14517085293181,299,22,0,2,0
1026040816001839335,41.38294667550543,2.163691073656082,639,120,0,16,3
1026045466068948387,41.38786,2.15551,547,74,0,6,0
1026060833221832627,41.38631,2.15632,546,76,0,5,0
1033868476606696258,41.38167,2.18083,581,90,0,24,1
1033868579432722567,41.381453919258135,2.1802263214546738,592,92,0,24,1
1033868684926638342,41.3799,2.17945,601,92,0,24,1
1033871159390526836,41.39765,2.14682,373,26,0,2,0
1033871355564404704,41.389492857044125,2.168745307686752,657,136,0,22,2
1033871461396798364,41.38980168109125,2.1668953850797275,646,127,0,18,2
1033871582594171238,41.39131,2.16704,646,126,0,11,2
1026069043515335239,41.387916650410624,2.1578072402155217,589,92,0,7,1
