id,latitude,longitude,restaurant_count,hotel_count,park_count,museum_count,shopping_center_count,dist_to_sagrada_familia,dist_to_casa_milà,dist_to_casa_batlló,dist_to_parc_güell,dist_to_la_rambla,dist_to_montjuïc
45588931,41.38422,2.18409,505,57,0,23,1,2.3015644242859135,2.223644296997532,1.8040758645014061,4.2651665638082745,1.0037019421746607,3.5125279304359087
45590736,41.38399,2.18256,529,74,0,23,1,2.284304166171844,2.133548640265819,1.7045559411020306,4.208630725643718,0.8739239391553598,3.3997233183371116
45615402,41.38391,2.16827,711,148,0,24,3,2.2483477506869236,1.373474180947697,0.9106901596254359,3.6409433963657616,0.423784701845287,2.6264590772654515
45617401,41.40044,2.18411,290,15,0,3,0,0.8828122138990439,1.9387251980086142,1.8740559901922262,3.050626596521018,2.2877889030532645,4.885542105303224
45969941,41.38586,2.1668,690,153,0,24,2,2.0719660956551116,1.126460815692066,0.668442711424157,3.3948390610220605,0.6557082425846352,2.758752353742113
45970041,41.38586,2.1668,690,153,0,24,2,2.0719660956551116,1.126460815692066,0.668442711424157,3.3948390610220605,0.6557082425846352,2.758752353742113
45970115,41.38586,2.1668,690,153,0,24,2,2.0719660956551116,1.126460815692066,0.668442711424157,3.3948390610220605,0.6557082425846352,2.758752353742113
45970180,41.38563,2.16793,704,153,0,24,2,2.0697750096746224,1.187101370165549,0.7207326102504124,3.4523988468971467,0.5716114159678538,2.7790988784966317
45970313,41.38521,2.14063,256,14,0,1,0,3.480907095006388,2.099323909736286,2.14944997924897,3.408947914896881,2.685805043687087,2.5896072142252606
45970460,41.38521,2.14063,256,14,0,1,0,3.480907095006388,2.099323909736286,2.14944997924897,3.408947914896881,2.685805043687087,2.5896072142252606
45970548,41.38521,2.14063,256,14,0,1,0,3.480907095006388,2.099323909736286,2.14944997924897,3.408947914896881,2.685805043687087,2.5896072142252606
45970689,41.38521,2.14063,256,14,0,1,0,3.480907095006388,2.099323909736286,2.14944997924897,3.408947914896881,2.685805043687087,2.5896072142252606
45646688,41.38258,2.1822,547,81,0,23,1,2.4261915456186136,2.2064463953896865,1.7639088309857778,4.318844413633187,0.8139188920325819,3.2742321434726476
45652524,41.38259,2.18103,578,91,0,24,1,2.400776581828302,2.1317139877621747,1.684310874433708,4.263072329019745,0.7170707363434411,3.200943063652659
45664468,41.37491,2.1448,201,23,0,1,0,4.034192786899751,2.6787521437890733,2.5095190352029175,4.451256441513203,2.4348594770403627,1.4010422830451774
45665313,41.39278,2.1618,686,104,0,7,1,1.597520630051841,0.28033534865716575,0.2851216037069374,2.5316025192775373,1.51243616620721,3.3420736397552457
45675844,41.38563,2.17781,620,126,0,27,2,2.018317267404326,1.708127161987232,1.2710129128942091,3.8329913358617547,0.6145152664740701,3.250710026112697
45679907,41.37123,2.1364,154,10,0,0,0,4.7963852326949405,3.418999479666061,3.291646896765093,4.9998420024766475,3.233321285469195,1.5678951417098064
45682479,41.39994,2.1226,35,3,0,1,0,4.339570438243639,3.3184303386866265,3.6454317317097353,2.9871144341367715,4.625626978310354,4.735726634819261
45694067,41.38473,2.16369,641,133,0,18,3,2.280522704525361,1.1847781293516961,0.7815745691721289,3.4348482352689604,0.8039891398036545,2.537631105188286
45694199,41.38473,2.16369,641,133,0,18,3,2.280522704525361,1.1847781293516961,0.7815745691721289,3.4348482352689604,0.8039891398036545,2.537631105188286
45970795,41.38521,2.14063,256,14,0,1,0,3.480907095006388,2.099323909736286,2.14944997924897,3.408947914896881,2.685805043687087,2.5896072142252606
45970841,41.38521,2.14063,256,14,0,1,0,3.480907095006388,2.099323909736286,2.14944997924897,3.408947914896881,2.685805043687087,2.5896072142252606
45970949,41.38521,2.14063,256,14,0,1,0,3.480907095006388,2.099323909736286,2.14944997924897,3.408947914896881,2.685805043687087,2.5896072142252606
45971013,41.38521,2.14063,256,14,0,1,0,3.480907095006388,2.099323909736286,2.14944997924897,3.408947914896881,2.685805043687087,2.5896072142252606
45972580,41.40286,2.20052,182,5,0,2,0,2.1800763253353233,3.3291639906493917,3.219871715162609,4.192837765889849,3.3086589760114213,5.942171969059624
45991623,41.38164,2.15832,522,61,0,7,1,2.7860072864786183,1.54800558979278,1.246053304845703,3.6838128068188087,1.1831995536456503,2.069939766576673
45694226,41.38473,2.16369,641,133,0,18,3,2.280522704525361,1.1847781293516961,0.7815745691721289,3.4348482352689604,0.8039891398036545,2.537631105188286
45694257,41.38473,2.16369,641,133,0,18,3,2.280522704525361,1.1847781293516961,0.7815745691721289,3.4348482352689604,0.8039891398036545,2.537631105188286
45694284,41.38473,2.16369,641,133,0,18,3,2.280522704525361,1.1847781293516961,0.7815745691721289,3.4348482352689604,0.8039891398036545,2.537631105188286
45733680,41.3845,2.18015,575,97,0,25,2,2.1773107257019904,1.9390730875355302,1.5031607794231723,4.045993905036552,0.705327672542009,3.292416912272321
45734359,41.38874,2.17613,642,127,0,24,2,1.658645948315192,1.3932576731559392,0.9929555971743839,3.4675107019542297,0.8289890339624668,3.435300680759333
45734858,41.3708,2.1427,139,13,0,1,0,4.50508371196988,3.160322577876327,2.971786312296881,4.930300013323413,2.7710410850768192,1.1267065161836172
45737135,41.3761393834089,2.1255982235201185,119,5,0,1,0,5.088984296373337,3.702887541311038,3.7074368920664598,4.827548639009928,3.963571890056792,2.6214162694439285
45746921,41.37974569386447,2.1765272617340203,593,105,0,24,3,2.6584071739340702,2.1167057636928996,1.6455630630670144,4.345627321927353,0.4063010187020729,2.709983950109655
45764930,41.37459,2.1586,303,35,0,3,1,3.484664005161721,2.319245708224065,1.973814627434869,4.464995983130178,1.4098966972027138,1.3336386035344407
46003955,41.38867,2.17705,626,120,0,23,2,1.6747916007337005,1.463104693289191,1.0680979779839004,3.5176815183861776,0.8530238068624486,3.4742308915177333
46004375,41.38521,2.14063,256,14,0,1,0,3.480907095006388,2.099323909736286,2.14944997924897,3.408947914896881,2.685805043687087,2.5896072142252606
46004433,41.39431,2.13047,102,4,0,1,0,3.807023120902209,2.6240502034661373,2.8866911599399687,2.911636529790982,3.7721603018195218,3.8662642641093106
46004789,41.37551,2.16028,345,42,0,5,1,3.3381922059556572,2.20469404785358,1.8410466480107945,4.381353662610362,1.2364225595926124,1.4860942672716433
46006222,41.39817,2.17186,495,61,0,6,0,0.6398773000405447,0.8899758583931736,0.9244680903081848,2.418807089656916,1.8210437618260418,4.179350077803491
46006635,41.39794,2.17386,468,52,0,5,0,0.6309728624448594,1.0399116038552596,1.0198252675923656,2.5505044564975465,1.7982685857282013,4.224485334426836
46021218,41.41397,2.16178,115,3,0,1,0,1.5611919471505415,2.076033405036782,2.4899462680091333,0.7594736745950917,3.6872040672462285,5.657619533438199
45766140,41.38034,2.18663,398,38,0,15,0,2.78033585547243,2.6501794555530536,2.2095388248857004,4.736856932393208,1.1900315348831976,3.423290565772684
45766989,41.37283,2.15983,267,26,0,3,1,3.6309559327907657,2.50451127260408,2.1404606962252704,4.671508758640199,1.4534168267195837,1.2077921322886065
45794650,41.3969,2.17672,412,50,0,6,0,0.7697265377558475,1.2489257099216473,1.1430129540901062,2.8005660258175875,1.7155524168216387,4.230361032512308
45802989,41.37991,2.17769,592,100,0,23,2,2.648466161202081,2.15956451791037,1.6903370493419039,4.37475895018912,0.481322154342939,2.7952221901779333
45814330,41.381168,2.175454,630,126,0,26,3,2.4958737187945466,1.935937999294355,1.4651714900111883,4.1640372104323635,0.25628237455596764,2.7534035482229173
45827628,41.39999,2.14439,260,24,0,2,0,2.5350046459651585,1.550849329582898,1.9433544601473147,1.7559893453274644,3.096742016916042,4.098512550280471
45843202,41.4161,2.18475,152,5,0,1,0,1.6361379700016025,2.996841189545043,3.1783795028060022,2.6785295401336158,3.948481396878339,6.438352129654327
45845011,41.37248,2.144,169,14,0,1,0,4.29022207880966,2.944305976094089,2.7582668785069235,4.72843552245522,2.593989257411456,1.2013443042384466
45845405,41.37248,2.14385,169,14,0,1,0,4.297631106547058,2.9506731132896498,2.766195425050219,4.730372122831252,2.6054675161084644,1.2085180341598758
45845647,41.37037,2.14324,137,12,0,1,0,4.51781350907586,3.179331919447678,2.981809967797561,4.970080557991692,2.752439622083466,1.0610266735872704
45845901,41.3768,2.13887,194,19,0,0,0,4.203041366340758,2.8148040364149907,2.731495323491465,4.34788517702974,2.8604736548927234,1.8416488088150555
46029331,41.38126,2.19038,294,12,0,9,0,2.8191627566781023,2.8429194849673687,2.422023204920261,4.851736509220547,1.4929765055439441,3.7424610171082744
46051597,41.39281,2.17237,520,101,0,11,1,1.2116825028905858,0.9162043968578725,0.6352421924928885,2.9168960497156005,1.224304178332401,3.658104634151719
46052188,41.3947,2.17192,494,84,0,11,0,1.0110224987032788,0.838476444472383,0.6739388505259137,2.7234003955840875,1.4352303954464427,3.829626992495419
46060193,41.41459,2.17994,236,10,0,1,0,1.3064547649804643,2.6200303288089084,2.83757571531695,2.2715622394526456,3.6985168520066103,6.123905035840598
46062356,41.3912,2.17104,586,118,0,16,2,1.407012592292497,0.8883403541420142,0.5152044786214668,3.008700191721942,1.0523052093662462,3.448145390989367
45856140,41.39775,2.18024,334,25,0,3,0,0.8126529951938064,1.5538622925908225,1.4456547532017576,2.957110781048527,1.887437216098447,4.460119074320309
45857969,41.38369,2.1822,543,80,0,23,1,2.3075222793464145,2.129423026848903,1.6959481343796348,4.21798328179246,0.8361201432989604,3.355100734538071
45858173,41.37272,2.15961,260,24,0,3,1,3.648649749427321,2.51803982007496,2.156134538434491,4.681345951823728,1.4751676510007399,1.1877555851108272
45872838,41.39983,2.18018,344,23,0,3,0,0.6388600872921175,1.6058132266487688,1.5626132544942342,2.813062690623507,2.1047226065536457,4.656082752942971
45876372,41.39039,2.16089,667,110,0,7,1,1.8513590060803726,0.5524295852223458,0.3648537317060849,2.76656628971038,1.3603260652601876,3.0658854356146534
45885947,41.37842,2.17036,571,121,0,19,3,2.8200983617963518,2.0052784462102764,1.5453298828131394,4.273803420359996,0.4160944051583645,2.2387415561593595
45888891,41.39039,2.16089,667,110,0,7,1,1.8513590060803726,0.5524295852223458,0.3648537317060849,2.76656628971038,1.3603260652601876,3.0658854356146534
45889068,41.39039,2.16089,667,110,0,7,1,1.8513590060803726,0.5524295852223458,0.3648537317060849,2.76656628971038,1.3603260652601876,3.0658854356146534
45889115,41.39039,2.16089,667,110,0,7,1,1.8513590060803726,0.5524295852223458,0.3648537317060849,2.76656628971038,1.3603260652601876,3.0658854356146534
45889186,41.39039,2.16089,667,110,0,7,1,1.8513590060803726,0.5524295852223458,0.3648537317060849,2.76656628971038,1.3603260652601876,3.0658854356146534
46062358,41.39061,2.17216,586,117,0,25,2,1.456456547309606,1.0022327916349056,0.6176373156860504,3.1130458148905014,0.9800378682231305,3.4342230431172913
46062362,41.38458,2.13986,245,13,0,1,0,3.574100142128506,2.1912027429401633,2.233928008250118,3.495081501498276,2.7406479395136856,2.550000811705555
46062364,41.38536,2.16602,688,142,0,23,2,2.145276191366289,1.1574818801158486,0.7111405280735811,3.4253984180414685,0.6700556336170121,2.6803445085447235
46062367,41.39118,2.17124,585,116,0,18,2,1.4059692264835275,0.9038251068052987,0.5320311808027038,3.019125085985879,1.048291967560487,3.453810205034559
46062473,41.39044,2.16993,619,124,0,20,2,1.5100795735703643,0.8606574272569731,0.4423753445231405,3.0368866652004307,0.9843580361173091,3.331000905887563
46062597,41.38537,2.14054,261,14,0,1,0,3.4765790611429397,2.0962460665524043,2.1506331230734115,3.394189568212011,2.6957978006062193,2.60891506849064
46062625,41.38643,2.14168,268,15,0,1,0,3.330824064139829,1.953954361622265,2.0237691839050598,3.253766435377618,2.6223140954203568,2.686059120337042
46065281,41.4005,2.17764,396,24,0,3,0,0.4380046557274789,1.4345796643078077,1.444575862030666,2.5980138954132874,2.123093730159495,4.619564206251189
46079657,41.37382,2.13679,169,12,0,0,0,4.5617352234429625,3.1769989302943333,3.074562284625648,4.714080959799311,3.108858060044529,1.7161251052118878
45889448,41.39039,2.16089,667,110,0,7,1,1.8513590060803726,0.5524295852223458,0.3648537317060849,2.76656628971038,1.3603260652601876,3.0658854356146534
46407113,41.40571427178072,2.1734283754271355,426,19,0,2,0,0.24867066367984558,1.5051876007737306,1.7130009819377343,1.985607277503302,2.660273121228412,5.006604958294
46409152,41.40512621720356,2.173347948022139,442,18,0,2,0,0.19104900793813498,1.451060232920392,1.6508667114592084,2.0128474156021436,2.594721299124373,4.943102108760949
46409602,41.40427743975916,2.173387624926836,465,21,0,2,0,0.11315325946453865,1.3836845002346874,1.5675285574048887,2.06607232753361,2.5004737838104227,4.8562640520946
46409985,41.40524908706493,2.171581436192771,461,19,0,2,0,0.2981366574055076,1.3696522628680265,1.6063617634486491,1.8808513716313278,2.6085451356209863,4.905332214870924
46410873,41.404923960608215,2.17328358786266,447,19,0,2,0,0.17419223518222102,1.430634647473396,1.628244420590674,2.020024000112674,2.572097791390145,4.920178959905443
46443408,41.39765,2.15351,577,51,0,2,0,1.863771073229061,0.7470286804007573,1.1577649904539151,1.8748519719123786,2.3697711511697026,3.78776450018934
46443629,41.39711,2.1532,592,51,0,2,0,1.9098427672394196,0.7530886044818028,1.146466579917249,1.9341293662339567,2.343159153689468,3.727075976420673
46459243,41.39774,2.17198,494,62,0,6,0,0.6821492269179387,0.8834942626928451,0.8943462257175004,2.461434104716751,1.7729778882485214,4.139398890388285
46086792,41.38231,2.17523,648,131,0,28,2,2.368352238619248,1.8228988288777481,1.3538302924813854,4.042696705473318,0.23472176475596285,2.8321766480255453
46094948,41.38116836547852,2.1754539012908936,630,126,0,26,3,2.4958328145950572,1.9359002007961796,1.4651340571112617,4.163997282755795,0.25626331295780913,2.753426572590329
46095905,41.38215,2.17575,642,127,0,28,2,2.3877882265322756,1.863608608254855,1.395342030496606,4.078723371474916,0.2739316463190295,2.8488897024415194
46096457,41.380322,2.161544,560,92,0,8,2,2.8017679283191645,1.6657423885145541,1.29578486480917,3.8713546633502935,0.9287468301446385,2.0162626293842862
46102840,41.37651,2.16384,427,76,0,8,1,3.1384406660179933,2.0956119042335843,1.6913644656676248,4.325291770767674,0.9317092404329584,1.7332639967037178
46104540,41.40244,2.15407,444,27,0,0,0,1.700515853608428,1.0280406704826428,1.4974125741359576,1.3458692986409795,2.762414195522125,4.321628005817918
46461032,41.3771,2.17248,514,98,0,19,2,2.951015375263701,2.207855340092518,1.7422663135520446,4.474032358720417,0.5226188192756749,2.2621370866168427
46461242,41.37901,2.17144,606,125,0,19,3,2.745409896699302,1.9784997072377952,1.512876741479421,4.244619787767858,0.32259358513511116,2.3481319725355596
46461366,41.37743,2.17136,524,105,0,19,3,2.921000684794489,2.1380444218074293,1.6757818113710463,4.406080194153952,0.49514340775596705,2.218371883459513
46461816,41.38717,2.17311,724,144,0,29,2,1.8300988093368535,1.3006620597091134,0.850181512937158,3.4832808220868965,0.599281528692955,3.148495472372727
46462258,41.41091,2.18178,308,9,0,1,0,1.0195705143216545,2.4004324254718012,2.5583068220338774,2.45768220364182,3.3281543957955404,5.810665463757132
46478264,41.40248,2.16716,579,30,0,1,0,0.6165583151374445,0.9109882587760222,1.213414010835011,1.800185498530718,2.342259979758846,4.499818116430484
46478900,41.40866272512147,2.1764657967623684,375,19,0,1,0,0.5887235474891706,1.9193025819942173,2.118548515535637,2.085496284967723,3.005261032441303,5.4042391917082115
46480477,41.3816,2.1718,690,141,0,25,3,2.4558841173359083,1.7328456799919951,1.261999043443127,3.9901609689703292,0.06249332010626635,2.5847409685128038
46480959,41.37965,2.17144,632,128,0,21,3,2.674541108098557,1.9135591298476164,1.4467278732585278,4.17853580256111,0.2549029938883892,2.40055126914961
46481057,41.380493,2.17073,645,131,0,22,3,2.5875558869729076,1.8037383004740044,1.3377144845113884,4.069494741919171,0.20719437277769812,2.432952484517974
46112449,41.39039,2.16089,667,110,0,7,1,1.8513590060803726,0.5524295852223458,0.3648537317060849,2.76656628971038,1.3603260652601876,3.0658854356146534
46112987,41.39039,2.16089,667,110,0,7,1,1.8513590060803726,0.5524295852223458,0.3648537317060849,2.76656628971038,1.3603260652601876,3.0658854356146534
46118535,41.40184,2.17255,475,28,0,2,0,0.24921472978096681,1.1480221239305952,1.2955594277655682,2.1730662670094087,2.2283502334850307,4.578523691897608
46119173,41.40045,2.17409,458,35,0,3,0,0.35121703773246,1.1669537101318395,1.238657918576126,2.3712987788204636,2.0780227544955183,4.486113457779431
46131550,41.38336,2.18195,554,84,0,23,1,2.337045010051452,2.135496335295326,1.697997718393208,4.235799738627039,0.8072787786632364,3.3151366611483404
46165095,41.38014,2.16699,607,128,0,18,3,2.6808685952964804,1.7383744538515966,1.2971852066713871,4.002272738889549,0.49538829255670824,2.214868241784383
46173680,41.40859,2.16951,402,14,0,1,0,0.6886200152879289,1.6083236436273334,1.9170401805643038,1.548238109660277,2.9893348001912736,5.206924253807349
46481269,41.37967,2.16993,621,131,0,19,3,2.686894611005531,1.8626133417693695,1.4019521564363988,4.130984067295948,0.3194887792970127,2.3198874606572217
46481434,41.3796,2.17016,620,130,0,19,3,2.6920151878499956,1.8768380110026541,1.415212692694532,4.14498441042459,0.31298492403895256,2.326216081040889
46483392,41.39002,2.1706,632,131,0,24,2,1.5429357032789452,0.933482938388074,0.5108748052413176,3.104593141657579,0.9276650076332426,3.3147443370719443
46487733,41.38194,2.17874,605,101,0,27,2,2.435539822047017,2.044625349764817,1.584586722637994,4.2220529771760695,0.5208471843686363,3.01051729780569
46500340,41.40523,2.16701,533,19,0,1,0,0.6424443183730186,1.1835716016895776,1.5147266048056305,1.576925168007913,2.645240861560284,4.791106905897322
46500624,41.39293,2.14343,311,18,0,2,0,2.842665774660376,1.5630710744225396,1.7962078498597143,2.520009089897904,2.722690327725523,3.342428058034909
46504696,41.37425,2.15732,292,31,0,4,1,3.561056608431021,2.3716362087661453,2.0408078240511216,4.492157177380456,1.5195379548166381,1.2589434999036644
46505949,41.40093,2.15294,489,35,0,2,0,1.8143407158635816,0.9749157252770294,1.431294079472533,1.509047902119491,2.680897329435413,4.151365729793086
46508126,41.38175,2.1809,581,91,0,24,1,2.489377329498679,2.1868875375316987,1.7337282331367485,4.335238039906476,0.7008502767150072,3.131820563949377
46185078,41.3801,2.16973,631,134,0,20,3,2.641960141379725,1.811998106883858,1.3513367536420737,4.080351764915262,0.29857060686077613,2.3464704607386504
46191083,41.3922,2.17331,520,104,0,18,2,1.2708784672435296,1.012280569880145,0.7037523253035005,3.0171968926746393,1.158399870018956,3.6353647171896752
46193930,41.39237,2.17358,516,99,0,17,2,1.2505908097668441,1.027333971942856,0.7278975176947013,3.0146320627263448,1.1787787503777605,3.662829930395291
46511170,41.41926267695999,2.1767868369644825,95,3,0,1,0,1.7529478259336904,2.9395845067173565,3.2211824705513465,2.0771706279627535,4.180976710696726,6.5203876691082145
46520716,41.38604,2.18017,563,100,0,25,2,2.011028384734125,1.8393121318591705,1.4208568605105398,3.906973866013607,0.7948301524770531,3.4165634370999105
46521048,41.38444,2.16742,698,147,0,23,3,2.208623450895227,1.2923970702047272,0.8341996497647294,3.56088324938513,0.5155601955637975,2.6424898684665656
46523186,41.38736,2.15654,556,82,0,7,0,2.341020920490961,0.9896542107547956,0.8480959958615817,3.034778699808744,1.4680465727009286,2.6666939687022957
46524029,41.4,2.16859,570,46,0,3,0,0.6285452783032788,0.7645375719072782,0.9728908163160908,2.087052572506017,2.049864259472365,4.272251693867878
46525762,41.39799,2.15531,612,53,0,3,0,1.7100847332524653,0.6258028834128201,1.0625935703510105,1.8486881548942145,2.3015834663619437,3.83278683418353
46526040,41.41555,2.17637,189,8,0,1,0,1.3388973193421876,2.554712742527935,2.819266538256759,1.9772738499111913,3.766685827440997,6.1183602319549815
46564226,41.42161,2.14292,19,1,0,0,0,3.3018359222414224,3.326305845708167,3.797576379568394,1.1358242382464379,5.067769268046915,6.496702937902048
46577427,41.38889,2.17159,664,143,0,28,2,1.6523861114764977,1.0776914138783162,0.6396017274986493,3.2544973761450398,0.7920190245881218,3.2443121754076985
46581638,41.40053,2.15349,514,40,0,1,0,1.7771124349365226,0.9112001505626848,1.3674270646347921,1.554789713073938,2.6177012069987415,4.107838810276501
46214984,41.39908,2.15933,621,52,0,3,0,1.3537016494490028,0.47182666105522736,0.9430192023721011,1.8015785113300549,2.2133685039056967,3.989792736431848
46219140,41.41661,2.09498,4,0,0,0,0,6.779422802018579,6.063373146144897,6.45593973810878,4.818903645955509,7.53593138516949,7.584817229447529
46594596,41.42329,2.18385,56,0,0,1,0,2.3269324300164023,3.6107660575100518,3.8518032780746734,2.7752317644681552,4.709598776463632,7.143047699978217
46613921,41.38426,2.17899,604,110,0,27,2,2.184328406823304,1.8813650988604464,1.437385523245514,4.014367787011746,0.6066348296148929,3.2054002542252946
46622843,41.40086,2.15581,540,46,0,0,0,1.580162231873886,0.8001637351051417,1.2697808017036474,1.5387163488715658,2.535779837936304,4.154056043879505
46633269,41.38855,2.17636,645,125,0,24,2,1.6814507713159732,1.4206891415884242,1.0181525254979016,3.495778201983753,0.8167328459455626,3.429378340437178
46636214,41.392105,2.170545,586,114,0,11,2,1.3180111543995423,0.8038988760842437,0.47304838174748803,2.90109167945256,1.1574126796184157,3.5198478576774597
46651016,41.39405,2.16598,637,101,0,8,1,1.2731453931377592,0.3676234175801393,0.27640245744254466,2.5293373495921063,1.4667220771681364,3.5757701651631626
46651258,41.37815,2.15651,372,40,0,2,1,3.1993153215158747,1.9592906548913842,1.6613435920557367,4.054410310720025,1.3944828403324288,1.6573790091054392
46651733,41.38846310247445,2.1481648804343463,418,36,0,1,0,2.7607843412168336,1.375039892458728,1.4417158493019142,2.919776453926305,2.16118850113177,2.7850768131641237
46652897,41.38409,2.16295,630,117,0,15,3,2.3703594155417376,1.2495689705080821,0.8616884864622337,3.48784390875598,0.8364610906055538,2.448601139906348
46219303,41.3793,2.179,586,91,0,22,1,2.729148394678823,2.280427790387948,1.8124215812804472,4.48691570803576,0.6094140722786278,2.8370502640645165
46229903,41.39747,2.15745,654,57,0,4,0,1.5695027534738286,0.44272264193784927,0.8932179025543296,1.9346438636925745,2.147631327751263,3.791558984236199
46230233,41.39863,2.15949,646,53,0,3,0,1.360863977757576,0.4213279686940457,0.8929965704749104,1.8532992099207874,2.1633474739708607,3.9423591394120003
46230238,41.39912,2.15882,614,53,0,2,0,1.3916894757069362,0.4964145397434157,0.9684758763919064,1.7847195287068898,2.2386167702627353,3.9880755594701967
46230308,41.39846,2.15747,633,54,0,3,0,1.523365421808977,0.5099101130536144,0.9742367290876681,1.827394298994674,2.2369288175177133,3.9011129649934677
46237510,41.38539,2.1793,593,111,0,25,2,2.065701326602635,1.8224155041983734,1.3911893099471988,3.924272241336334,0.6936900550959711,3.314199053090887
46238285,41.38724,2.17886,597,111,0,24,2,1.85680051620927,1.6747794527109068,1.2657700141813855,3.7348184121771095,0.8046401844281872,3.4435805321182182
46254673,41.37612,2.13253,167,11,0,0,0,4.640796192797287,3.2484152798098136,3.2085081575666394,4.5873351421051805,3.3941986593672446,2.152284099918988
46269037,41.39625,2.14623,367,25,0,2,0,2.4877041304442877,1.3113584633581357,1.6375013084484884,2.0998252451356016,2.717430035056071,3.6645246429212763
46269166,41.39745,2.14855,450,30,0,2,0,2.2619434618376593,1.1389397186299657,1.5062749647483784,1.9272080770687057,2.6495502170487772,3.7762476788050026
46269342,41.39586,2.14716,391,30,0,2,0,2.429601758260169,1.2311013661436372,1.5504215867294286,2.1235494174718528,2.6292481771603398,3.611711774749626
46269429,41.40363,2.18135,383,20,0,3,0,0.5796667426035368,1.8681098142130377,1.90852359941444,2.6776455598207813,2.5371656966016842,5.072186028675246
46673542,41.40798440089307,2.168482488620604,404,14,0,1,0,0.693720210763854,1.5135286460071495,1.835232219348402,1.5023971593863232,2.9307952488989484,5.11884983732592
46718816,41.40630806755389,2.166783038290028,493,18,0,1,0,0.703025507904036,1.2900215923664375,1.631918885080552,1.4863014632526999,2.7665841623271614,4.902289004426406
46719362,41.4041,2.14022,127,11,0,1,0,2.8512772694942585,2.056079143057867,2.477685788299849,1.5558171767966729,3.6605175351595634,4.6129738460334915
46719435,41.38443,2.17911,597,108,0,27,2,2.1675124432291737,1.8767311612779296,1.434847969464611,4.004043615298665,0.6242162707271015,3.2259345292191806
46719978,41.37885041231552,2.175913799638144,568,102,0,22,3,2.754924355019034,2.17081733434117,1.6987601597327122,4.411698694941167,0.4343919169937275,2.6060153179937955
46730224,41.39894,2.16594,612,59,0,4,0,0.8754436387555368,0.5266700880506082,0.8097118652377843,2.052524941202038,1.9828906657808487,4.093425366873988
46730233,41.40591,2.17862,403,22,0,3,0,0.43571992553144745,1.8266701994068004,1.9509670568896813,2.363238605981148,2.729083307177253,5.195398741483316
46731061,41.37659,2.14592,230,27,0,1,0,3.829473079782652,2.470952967099543,2.3087511609588915,4.253168191459147,2.2921278357526282,1.5365480971319703
46740231,41.37344,2.15822,273,28,0,4,1,3.615082800233305,2.450033599817207,2.1055181473289104,4.588824070257603,1.5112151235268365,1.2039726190075932
46746391,41.40198,2.2024,167,6,0,2,0,2.3422760569522496,3.4588145326195567,3.330293169804456,4.372428681445023,3.3550431994530374,5.979472947838534
46276885,41.40119,2.14672,337,24,0,2,0,2.324164374876229,1.4255333609684204,1.8474719572224596,1.5617739134023665,3.0452450107408517,4.204748127405838
46277336,41.39951,2.14827,400,26,0,2,0,2.226358695507255,1.229510754013712,1.636593208121033,1.7072676375236007,2.8219788502199874,4.006449589265918
46277506,41.39942,2.14639,340,25,0,2,0,2.3820062339940566,1.3724379206691366,1.7665848149090206,1.7574596171752366,2.929650022006624,4.012390982376765
46278007,41.39931,2.14631,334,25,0,2,0,2.3909630524253167,1.3747151305219403,1.7665297033826732,1.7711298706022824,2.9264644807089963,4.001063750186435
46303561,41.40043,2.17946,363,21,0,3,0,0.5498732204868856,1.5718596612342863,1.5547781269445926,2.725515671979759,2.1513871388656542,4.6844643639051
46324039,41.40451,2.17183,483,20,0,2,0,0.23703026280717152,1.3171129285230136,1.537225858643837,1.9440091578023515,2.5258551946297656,4.834806897170025
46324878,41.40465,2.1467,245,17,0,1,0,2.313218392054302,1.6395920764515366,2.092387923908452,1.2041570105837163,3.329789541241081,4.587557538032404
46329117,41.39343,2.19127,129,8,0,3,0,1.8052296551683569,2.4587296370471816,2.2081301966363127,3.9796147570509586,2.030844236246606,4.650670509138207
46344655,41.397446968983296,2.164701989293288,653,69,0,6,0,1.059440423661037,0.33409487579836306,0.6392472191975641,2.144194070578601,1.8575003207307241,3.905482827484578
46349248,41.39517,2.17029,526,86,0,10,0,0.9980926272283492,0.6999982730862194,0.5924806415983714,2.6023333284641383,1.4980643126406599,3.8211490205445076
46765615,41.40811846013371,2.1667376743059363,400,14,0,1,0,0.8129054698772001,1.4813583537406754,1.8320726292571077,1.3689286050774294,2.965690323540927,5.096636437127435
46769378,41.37737,2.18991,225,12,0,3,0,3.1907474060761585,3.0717108865755023,2.625388304881825,5.165232958523779,1.5338486778638811,3.4995082753028153
46770917,41.37814,2.17104,563,117,0,19,3,2.844864482402353,2.0548201247985842,1.5924408252241622,4.322790660860073,0.4248129291217711,2.2551105869340917
46786221,41.3737,2.13471,171,9,0,0,0,4.69222305380542,3.30369770032529,3.2171820187745137,4.778503509708404,3.279204952035181,1.8415968582466644
46806809,41.37901,2.17421,588,109,0,22,3,2.7343291836858503,2.082233317358276,1.6107068799262114,4.335034741524873,0.3414677533930758,2.5118415977460673
46825871,41.3959,2.17561,430,55,0,8,0,0.8621286690916979,1.1455530198299302,1.0080939766485297,2.8157543462021124,1.5891697698823986,4.088344623504729
46862470,41.38344,2.14349,287,21,0,0,0,3.4166353881900657,2.0243142761898016,2.0084338309491536,3.538118425242697,2.427189092958531,2.3227408607143847
